[7, 12, 8, 9, 6, 5, 1, 2, 10, 11, 0, 17, 16, 15, 14, 13, 4, 3, 18, 19]
[2, 1, 6, 11, 12, 13, 0, 14, 15, 10, 9, 16, 17, 18, 19, 3, 4, 7, 8, 5]
[6, 5, 1, 13, 12, 11, 0, 2, 19, 3, 4, 18, 7, 8, 9, 10, 15, 14, 16, 17]
[4, 3, 2, 1, 17, 6, 0, 7, 8, 9, 18, 19, 15, 14, 13, 12, 5, 16, 11, 10]
[1, 2, 3, 4, 5, 14, 18, 19, 12, 17, 16, 15, 13, 11, 0, 10, 9, 8, 6, 7]
[6, 7, 8, 9, 10, 13, 12, 1, 2, 0, 4, 5, 14, 15, 3, 11, 16, 17, 18, 19]
[13, 14, 17, 16, 15, 12, 2, 3, 1, 0, 19, 11, 10, 4, 5, 6, 7, 8, 9, 18]
[9, 10, 11, 12, 2, 18, 17, 16, 1, 5, 4, 3, 15, 13, 14, 8, 7, 6, 0, 19]
[4, 7, 3, 2, 1, 5, 19, 8, 9, 10, 11, 18, 0, 14, 15, 16, 17, 13, 12, 6]
[15, 10, 9, 8, 7, 6, 11, 2, 1, 0, 12, 13, 14, 16, 3, 4, 5, 18, 17, 19]
[19, 9, 8, 1, 2, 3, 4, 5, 6, 7, 10, 15, 14, 11, 12, 13, 0, 18, 16, 17]
[10, 9, 15, 14, 13, 8, 7, 6, 5, 1, 0, 4, 3, 2, 16, 17, 18, 12, 11, 19]
[11, 12, 13, 14, 15, 16, 1, 0, 9, 19, 10, 8, 7, 17, 18, 6, 5, 4, 3, 2]
[1, 2, 5, 4, 3, 12, 14, 15, 16, 17, 0, 6, 7, 11, 13, 10, 9, 8, 18, 19]
[18, 0, 1, 7, 8, 9, 10, 2, 4, 5, 17, 3, 11, 12, 13, 6, 14, 15, 16, 19]
[4, 13, 8, 9, 5, 6, 7, 10, 17, 3, 2, 1, 11, 12, 14, 15, 0, 16, 18, 19]
[7, 10, 11, 12, 13, 14, 5, 4, 3, 0, 8, 6, 2, 17, 18, 19, 16, 15, 9, 1]
[19, 12, 5, 4, 3, 18, 17, 16, 15, 14, 13, 7, 6, 8, 9, 10, 2, 1, 11, 0]
[4, 3, 2, 18, 17, 16, 15, 14, 0, 9, 5, 6, 7, 8, 13, 19, 1, 10, 11, 12]
[9, 8, 7, 13, 14, 4, 5, 6, 0, 16, 15, 3, 2, 1, 12, 11, 10, 17, 18, 19]
[9, 10, 11, 16, 15, 14, 7, 6, 5, 4, 19, 3, 2, 1, 18, 17, 13, 12, 8, 0]
[3, 4, 5, 6, 7, 8, 19, 13, 14, 15, 16, 18, 9, 12, 17, 0, 11, 10, 2, 1]
[18, 19, 9, 8, 15, 16, 17, 7, 14, 13, 12, 11, 10, 0, 1, 2, 3, 4, 6, 5]
[18, 19, 13, 4, 14, 3, 2, 1, 0, 12, 11, 10, 16, 15, 17, 9, 8, 7, 6, 5]
[10, 15, 0, 5, 6, 7, 4, 3, 2, 1, 8, 9, 14, 13, 12, 11, 16, 17, 18, 19]
[15, 14, 4, 5, 0, 17, 8, 9, 10, 11, 12, 13, 3, 7, 6, 1, 2, 16, 18, 19]
[5, 16, 15, 14, 6, 7, 8, 10, 9, 18, 17, 11, 19, 12, 13, 4, 3, 2, 1, 0]
[18, 17, 16, 15, 14, 13, 12, 0, 1, 2, 10, 11, 19, 8, 7, 6, 5, 3, 4, 9]
[9, 8, 7, 19, 18, 17, 16, 15, 14, 13, 6, 3, 4, 5, 2, 1, 0, 10, 11, 12]
[10, 9, 8, 7, 4, 14, 3, 2, 1, 11, 12, 13, 17, 18, 19, 0, 15, 6, 16, 5]
