[10, 9, 11, 12, 13, 14, 8, 7, 6, 0, 1, 15, 5, 4, 3, 2]
[6, 8, 7, 5, 4, 3, 2, 1, 0, 9, 10, 11, 12, 13, 14, 15]
[3, 4, 5, 6, 12, 11, 10, 7, 8, 9, 2, 1, 14, 13, 0, 15]
[4, 3, 0, 5, 6, 12, 11, 10, 9, 8, 7, 1, 2, 13, 14, 15]
[0, 1, 2, 3, 4, 5, 6, 7, 13, 8, 9, 12, 14, 10, 11, 15]
[13, 12, 11, 10, 9, 4, 3, 2, 6, 1, 0, 5, 7, 8, 14, 15]
[15, 6, 7, 8, 11, 5, 4, 14, 13, 12, 0, 1, 2, 3, 10, 9]
[6, 4, 3, 14, 5, 2, 1, 0, 9, 10, 11, 12, 13, 7, 8, 15]
[9, 8, 7, 6, 5, 4, 3, 15, 14, 13, 11, 10, 0, 12, 1, 2]
[7, 9, 8, 0, 15, 6, 5, 4, 3, 10, 11, 12, 13, 14, 2, 1]
[13, 14, 15, 3, 4, 5, 6, 7, 10, 11, 8, 12, 0, 1, 2, 9]
[0, 9, 8, 7, 6, 5, 2, 1, 11, 10, 4, 3, 12, 13, 14, 15]
[11, 4, 3, 7, 6, 5, 0, 1, 2, 12, 13, 8, 10, 9, 14, 15]
[11, 10, 9, 5, 6, 4, 3, 12, 13, 14, 15, 2, 1, 8, 7, 0]
[9, 10, 11, 12, 8, 3, 0, 1, 2, 4, 5, 6, 7, 13, 14, 15]
[6, 5, 4, 9, 8, 7, 0, 1, 11, 10, 3, 2, 12, 13, 14, 15]
[5, 8, 9, 10, 11, 4, 3, 0, 12, 6, 7, 2, 1, 13, 14, 15]
[6, 5, 4, 3, 2, 1, 0, 12, 13, 14, 15, 7, 8, 9, 10, 11]
[14, 9, 4, 3, 2, 1, 0, 8, 13, 10, 11, 12, 5, 6, 7, 15]
[0, 9, 10, 6, 1, 2, 8, 7, 3, 4, 5, 11, 12, 13, 14, 15]
[4, 3, 2, 1, 0, 11, 5, 7, 8, 9, 10, 12, 6, 13, 14, 15]
[7, 8, 9, 10, 11, 15, 14, 13, 12, 5, 6, 3, 2, 1, 0, 4]
[15, 11, 10, 9, 7, 6, 5, 4, 3, 2, 1, 0, 12, 13, 14, 8]
[4, 3, 2, 1, 8, 9, 10, 0, 12, 11, 5, 6, 7, 13, 14, 15]
