[9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8]
[11, 10, 9, 1, 2, 3, 4, 5, 6, 7, 8, 0]
[5, 4, 3, 7, 8, 9, 10, 11, 0, 1, 2, 6]
[10, 11, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 0, 1]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 3, 2]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 4, 0, 11, 2, 1, 5, 6, 7, 8, 9, 10]
[3, 11, 0, 4, 5, 6, 7, 8, 9, 10, 1, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 0, 4]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 0, 11, 10, 2, 3, 4, 5, 6, 7, 8, 9]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 0, 1]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 0, 1]
[1, 0, 11, 3, 4, 5, 6, 7, 8, 9, 10, 2]
[11, 0, 1, 9, 10, 2, 3, 4, 5, 6, 7, 8]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[4, 0, 1, 6, 7, 8, 9, 10, 11, 3, 2, 5]
[10, 11, 0, 4, 3, 2, 1, 5, 6, 7, 8, 9]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 3, 2]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 3, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
[2, 10, 11, 0, 3, 4, 5, 6, 7, 8, 9, 1]
[4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 0]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
