[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[3, 4, 5, 6, 7, 8, 9, 10, 0, 1, 2]
[7, 6, 5, 4, 8, 9, 10, 0, 1, 2, 3]
[3, 10, 9, 1, 0, 4, 5, 6, 7, 8, 2]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[10, 0, 1, 8, 9, 2, 3, 4, 5, 6, 7]
[6, 5, 1, 2, 7, 8, 9, 10, 0, 4, 3]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[4, 7, 6, 2, 3, 8, 9, 10, 0, 1, 5]
[10, 9, 8, 1, 2, 3, 4, 5, 6, 7, 0]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[8, 7, 6, 5, 9, 10, 0, 4, 3, 2, 1]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10]
[9, 2, 1, 7, 8, 0, 10, 3, 4, 5, 6]
[1, 2, 3, 10, 0, 4, 5, 6, 7, 8, 9]
[8, 9, 1, 2, 3, 10, 0, 4, 5, 6, 7]
[10, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[1, 5, 6, 7, 8, 9, 10, 0, 4, 3, 2]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[5, 0, 10, 3, 6, 7, 8, 9, 2, 1, 4]
[3, 2, 6, 5, 4, 7, 8, 9, 10, 0, 1]
[0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[2, 3, 10, 0, 1, 4, 5, 6, 7, 8, 9]
[3, 4, 7, 8, 9, 10, 0, 1, 5, 6, 2]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[8, 2, 3, 10, 9, 1, 0, 4, 5, 6, 7]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10]
[10, 9, 8, 7, 0, 1, 2, 3, 4, 5, 6]
[10, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[6, 7, 8, 2, 3, 10, 9, 1, 0, 4, 5]
[0, 1, 8, 9, 10, 2, 3, 4, 5, 6, 7]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[5, 6, 7, 0, 10, 9, 8, 1, 2, 3, 4]
[6, 2, 3, 4, 7, 8, 9, 10, 0, 1, 5]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1, 2, 9, 10, 3, 4, 5, 6, 7, 8, 0]
[5, 4, 3, 7, 8, 9, 10, 0, 1, 2, 6]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[3, 10, 0, 4, 5, 6, 7, 8, 9, 1, 2]
[3, 2, 6, 7, 8, 9, 10, 0, 1, 5, 4]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10]
[5, 6, 7, 8, 9, 10, 0, 1, 2, 3, 4]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 0, 1]
[8, 9, 10, 0, 1, 2, 3, 4, 5, 6, 7]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 0, 1]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 3]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10]
[10, 0, 1, 8, 9, 2, 3, 4, 5, 6, 7]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[7, 8, 9, 10, 0, 4, 3, 2, 1, 5, 6]
[10, 0, 3, 4, 5, 6, 7, 8, 1, 2, 9]
[1, 2, 3, 10, 0, 4, 5, 6, 7, 8, 9]
[3, 2, 1, 9, 10, 0, 4, 5, 6, 7, 8]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 0, 1]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 0, 4]
[8, 9, 10, 0, 1, 2, 3, 4, 5, 6, 7]
[3, 4, 1, 0, 10, 5, 6, 7, 8, 9, 2]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[3, 4, 5, 6, 7, 8, 9, 10, 0, 1, 2]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[2, 9, 10, 0, 3, 4, 5, 6, 7, 8, 1]
[8, 7, 6, 5, 9, 10, 3, 2, 1, 0, 4]
[8, 4, 5, 6, 9, 10, 0, 1, 2, 3, 7]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[0, 10, 3, 2, 4, 5, 6, 7, 8, 9, 1]
[4, 5, 6, 7, 8, 9, 10, 3, 2, 1, 0]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
