[0, 11, 3, 4, 5, 6, 7, 8, 9, 10, 2, 1]
[0, 4, 3, 11, 1, 2, 5, 6, 7, 8, 9, 10]
[11, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[3, 11, 0, 7, 8, 9, 10, 2, 1, 4, 5, 6]
[10, 11, 2, 3, 4, 5, 6, 7, 8, 0, 1, 9]
[0, 1, 2, 10, 11, 3, 4, 5, 6, 7, 8, 9]
[4, 5, 6, 9, 10, 11, 0, 1, 2, 3, 7, 8]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 1]
[2, 3, 11, 10, 1, 0, 4, 5, 6, 7, 8, 9]
[4, 5, 1, 2, 6, 7, 8, 9, 10, 11, 0, 3]
[11, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[8, 9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7]
[10, 11, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[7, 8, 9, 1, 0, 11, 10, 2, 3, 4, 5, 6]
[5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 3, 2]
[2, 5, 6, 0, 1, 7, 8, 9, 10, 11, 3, 4]
[7, 6, 2, 3, 8, 9, 10, 11, 0, 1, 5, 4]
[11, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[8, 9, 4, 0, 11, 10, 3, 2, 1, 5, 6, 7]
[10, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 3]
[6, 5, 4, 3, 7, 8, 9, 1, 2, 10, 11, 0]
[2, 1, 0, 9, 10, 11, 3, 4, 5, 6, 7, 8]
[10, 3, 11, 0, 1, 2, 4, 5, 6, 7, 8, 9]
[0, 8, 9, 10, 4, 3, 2, 1, 5, 6, 7, 11]
[1, 9, 10, 3, 4, 5, 6, 7, 8, 0, 11, 2]
[7, 8, 1, 0, 9, 10, 2, 11, 3, 4, 5, 6]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 0]
[2, 10, 11, 3, 4, 5, 6, 7, 8, 9, 0, 1]
[5, 1, 8, 9, 10, 11, 0, 4, 3, 2, 7, 6]
[2, 6, 7, 4, 3, 8, 9, 10, 11, 0, 1, 5]
[1, 0, 9, 7, 8, 10, 2, 11, 3, 4, 5, 6]
[5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 0, 4]
[11, 3, 2, 4, 5, 6, 7, 8, 9, 10, 1, 0]
[10, 11, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[0, 11, 3, 4, 5, 6, 7, 8, 9, 10, 2, 1]
[10, 9, 8, 1, 11, 0, 4, 5, 6, 7, 3, 2]
[9, 10, 2, 1, 0, 11, 3, 4, 5, 6, 7, 8]
[5, 4, 0, 7, 8, 9, 10, 11, 3, 2, 1, 6]
[0, 4, 5, 2, 1, 6, 7, 8, 9, 10, 11, 3]
[0, 1, 2, 10, 11, 3, 4, 5, 6, 7, 8, 9]
[9, 8, 1, 0, 11, 3, 4, 5, 6, 7, 2, 10]
[9, 1, 0, 11, 10, 2, 3, 4, 5, 6, 7, 8]
[1, 10, 11, 3, 0, 4, 5, 6, 7, 8, 9, 2]
[0, 1, 9, 10, 2, 3, 4, 5, 6, 7, 8, 11]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 5, 6, 7, 4, 3, 2, 8, 9, 10, 11, 0]
[0, 11, 10, 9, 1, 2, 3, 4, 5, 6, 7, 8]
[11, 0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10]
[4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 2, 3]
[1, 0, 11, 3, 2, 4, 5, 6, 7, 8, 9, 10]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 3]
[4, 5, 1, 0, 3, 2, 6, 7, 8, 9, 10, 11]
[9, 10, 2, 1, 0, 11, 3, 4, 5, 6, 7, 8]
[4, 3, 2, 6, 7, 8, 9, 10, 11, 0, 1, 5]
[0, 1, 2, 10, 11, 3, 4, 5, 6, 7, 8, 9]
[6, 7, 8, 1, 2, 10, 9, 0, 11, 3, 4, 5]
[5, 4, 0, 7, 8, 9, 10, 11, 3, 2, 1, 6]
[4, 5, 6, 2, 3, 7, 8, 9, 10, 11, 0, 1]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 1]
[9, 10, 11, 2, 1, 0, 4, 3, 5, 6, 7, 8]
[2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11]
[10, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11]
[9, 10, 11, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[0, 4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11]
[6, 5, 4, 1, 2, 3, 7, 8, 9, 10, 11, 0]
[5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 0, 4]
[7, 4, 0, 1, 8, 9, 10, 11, 3, 2, 5, 6]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[9, 8, 7, 0, 11, 10, 2, 3, 4, 5, 6, 1]
[4, 0, 1, 10, 5, 6, 7, 8, 9, 2, 3, 11]
[2, 3, 11, 0, 4, 5, 6, 7, 8, 9, 10, 1]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 0]
[10, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[11, 0, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3]
[7, 6, 5, 1, 8, 9, 10, 11, 0, 4, 3, 2]
[8, 3, 11, 10, 9, 2, 1, 0, 4, 5, 6, 7]
[4, 5, 3, 11, 6, 7, 8, 9, 10, 1, 2, 0]
[7, 8, 9, 10, 11, 3, 2, 1, 0, 4, 5, 6]
[1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 0]
[10, 2, 3, 4, 5, 6, 7, 8, 9, 1, 0, 11]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 3, 2, 1]
[2, 1, 0, 11, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 1, 0, 9, 10, 11, 3, 4, 5, 6, 7, 8]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 3, 4]
[0, 1, 2, 10, 11, 3, 4, 5, 6, 7, 8, 9]
[7, 6, 2, 3, 8, 9, 10, 11, 0, 1, 5, 4]
[7, 6, 5, 4, 8, 9, 10, 1, 0, 11, 3, 2]
[5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 3, 2]
[0, 10, 9, 8, 11, 3, 4, 5, 6, 7, 2, 1]
[11, 1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10]
[11, 10, 9, 4, 3, 2, 1, 5, 6, 7, 8, 0]
[2, 3, 11, 0, 4, 5, 6, 7, 8, 9, 10, 1]
[7, 8, 0, 11, 10, 9, 1, 2, 3, 4, 5, 6]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 0, 4, 3]
[11, 5, 4, 3, 0, 1, 2, 6, 7, 8, 9, 10]
[4, 3, 7, 8, 9, 10, 11, 0, 1, 2, 6, 5]
[11, 3, 2, 9, 10, 1, 0, 4, 5, 6, 7, 8]
[5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 3, 2]
