[0, 12, 9, 8, 7, 6, 5, 2, 11, 10, 4, 3, 1, 13, 14]
[4, 5, 6, 3, 2, 11, 1, 0, 7, 8, 9, 10, 12, 13, 14]
[0, 5, 6, 7, 12, 10, 9, 8, 1, 2, 3, 4, 11, 13, 14]
[12, 11, 9, 8, 4, 0, 1, 2, 3, 10, 7, 6, 5, 13, 14]
[7, 6, 1, 2, 3, 4, 0, 8, 9, 10, 5, 11, 12, 13, 14]
[3, 2, 6, 5, 12, 1, 0, 10, 11, 4, 9, 8, 7, 13, 14]
[9, 10, 11, 12, 13, 6, 2, 0, 4, 8, 7, 5, 3, 1, 14]
[14, 13, 9, 8, 5, 4, 3, 2, 12, 10, 0, 1, 11, 6, 7]
[4, 3, 2, 1, 0, 8, 7, 6, 5, 11, 9, 10, 12, 13, 14]
[6, 0, 4, 3, 7, 8, 5, 2, 1, 14, 13, 12, 11, 10, 9]
[12, 11, 10, 9, 8, 6, 2, 5, 3, 4, 7, 0, 1, 13, 14]
[7, 6, 11, 12, 2, 14, 13, 5, 4, 3, 8, 9, 10, 0, 1]
[11, 8, 5, 6, 9, 10, 7, 12, 13, 14, 3, 2, 1, 0, 4]
[14, 13, 1, 2, 11, 9, 8, 7, 4, 0, 12, 5, 6, 10, 3]
[12, 11, 10, 9, 0, 1, 8, 3, 2, 13, 7, 6, 5, 4, 14]
[1, 0, 13, 12, 11, 10, 5, 4, 3, 2, 6, 8, 9, 7, 14]
[5, 6, 7, 4, 3, 2, 12, 8, 1, 0, 9, 10, 11, 13, 14]
[12, 6, 5, 4, 3, 1, 0, 2, 7, 14, 13, 11, 10, 9, 8]
[6, 7, 0, 2, 3, 5, 1, 4, 8, 9, 10, 11, 12, 13, 14]
[9, 10, 11, 13, 12, 2, 14, 8, 7, 6, 5, 4, 0, 3, 1]
[7, 1, 2, 11, 12, 10, 9, 8, 6, 5, 4, 3, 13, 0, 14]
[12, 11, 10, 9, 8, 2, 3, 7, 6, 5, 4, 1, 0, 13, 14]
[10, 11, 9, 8, 4, 3, 6, 7, 2, 1, 0, 5, 12, 13, 14]
[4, 3, 5, 6, 7, 0, 8, 9, 2, 1, 14, 10, 11, 12, 13]
[3, 7, 8, 9, 0, 2, 1, 4, 5, 10, 11, 12, 13, 14, 6]
[3, 0, 1, 2, 4, 10, 11, 12, 7, 13, 5, 6, 8, 9, 14]
