[4, 1, 0, 13, 5, 6, 7, 8, 9, 10, 11, 12, 2, 3]
[3, 2, 5, 12, 13, 4, 0, 1, 6, 7, 8, 9, 10, 11]
[5, 6, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[13, 12, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 1, 0]
[2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 5, 1]
[2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 12, 11, 3, 2, 13, 0, 4, 5, 6, 7, 8, 9, 10]
[10, 11, 12, 13, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[2, 3, 13, 12, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 3, 4, 0, 13]
[2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 0, 13, 12, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[12, 3, 4, 0, 13, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2, 3]
[7, 6, 5, 4, 8, 9, 10, 11, 12, 13, 3, 2, 1, 0]
[7, 6, 0, 1, 8, 9, 10, 11, 12, 13, 3, 4, 5, 2]
[12, 13, 0, 11, 10, 9, 1, 2, 3, 4, 5, 6, 7, 8]
[0, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[13, 0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[8, 12, 13, 9, 10, 11, 0, 1, 2, 3, 4, 5, 6, 7]
[3, 6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 0, 4]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[11, 1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[6, 7, 8, 9, 10, 11, 12, 13, 3, 4, 0, 1, 2, 5]
[13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1, 2, 3]
[11, 12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10]
[13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 10, 13, 12, 4, 5, 6, 7, 8, 9, 0, 1, 11, 2]
[12, 1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[7, 1, 2, 5, 8, 9, 10, 11, 12, 13, 3, 4, 0, 6]
[11, 1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[0, 4, 2, 3, 13, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[1, 6, 5, 4, 0, 7, 8, 9, 10, 11, 12, 13, 3, 2]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 4]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 13, 12, 11]
[11, 10, 9, 8, 12, 13, 3, 2, 1, 0, 4, 5, 6, 7]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[6, 5, 4, 1, 7, 8, 9, 10, 11, 12, 2, 3, 13, 0]
[9, 8, 7, 6, 10, 11, 12, 13, 3, 2, 1, 0, 4, 5]
[5, 2, 3, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 4]
[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2, 3, 4, 0]
[3, 2, 12, 11, 13, 0, 1, 4, 5, 6, 7, 8, 9, 10]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 4]
[12, 13, 2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11]
[4, 3, 2, 13, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[12, 11, 10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13]
[5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4]
