[9, 0, 1, 2, 3, 4, 5, 6, 7, 8, 15, 14, 13, 12, 11, 10, 16, 17, 18, 19]
[5, 6, 7, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 2, 1, 0, 4, 3]
[16, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 1, 2, 3, 15, 14, 17, 18, 19]
[18, 17, 16, 15, 11, 10, 9, 8, 7, 0, 1, 2, 3, 4, 5, 6, 12, 14, 13, 19]
[15, 0, 1, 2, 5, 6, 7, 8, 9, 3, 4, 14, 13, 12, 11, 10, 16, 17, 18, 19]
[15, 16, 17, 14, 13, 12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 19, 18]
[14, 13, 12, 11, 10, 9, 8, 7, 1, 15, 16, 17, 18, 19, 6, 5, 4, 3, 2, 0]
[4, 3, 2, 1, 0, 11, 12, 13, 6, 7, 8, 9, 5, 10, 14, 15, 16, 17, 18, 19]
[14, 13, 12, 0, 1, 2, 3, 8, 7, 6, 5, 4, 15, 16, 17, 9, 10, 11, 18, 19]
[12, 11, 10, 18, 13, 14, 15, 16, 17, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0, 19]
[15, 16, 17, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 0, 1, 2, 3, 18, 19]
[2, 3, 4, 5, 6, 1, 0, 13, 14, 15, 16, 17, 18, 19, 7, 8, 9, 10, 12, 11]
[5, 6, 7, 8, 9, 10, 11, 15, 14, 13, 12, 4, 3, 2, 1, 0, 16, 17, 18, 19]
[7, 6, 5, 4, 3, 2, 1, 0, 17, 9, 10, 11, 12, 13, 14, 15, 16, 8, 18, 19]
[3, 4, 15, 14, 13, 12, 2, 1, 0, 5, 6, 7, 8, 9, 10, 11, 16, 17, 18, 19]
[10, 9, 8, 7, 6, 5, 4, 11, 12, 3, 2, 1, 0, 13, 14, 15, 16, 17, 18, 19]
[12, 11, 10, 9, 8, 7, 13, 14, 5, 4, 3, 2, 6, 1, 0, 15, 16, 17, 18, 19]
[3, 2, 1, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 0, 4, 8, 7, 6, 5, 19]
[12, 0, 11, 10, 9, 8, 7, 6, 5, 2, 1, 3, 4, 13, 14, 15, 16, 17, 18, 19]
[19, 18, 17, 0, 1, 2, 3, 4, 10, 16, 15, 14, 13, 12, 11, 9, 8, 7, 6, 5]
[0, 7, 6, 5, 8, 9, 10, 11, 12, 13, 14, 4, 3, 2, 1, 15, 16, 17, 18, 19]
[7, 6, 5, 4, 3, 2, 1, 0, 16, 17, 18, 19, 8, 9, 10, 11, 12, 13, 14, 15]
[17, 18, 12, 11, 10, 16, 15, 14, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 19]
[12, 11, 10, 17, 16, 15, 8, 7, 6, 5, 4, 3, 2, 1, 0, 9, 13, 14, 18, 19]
