[13, 12, 1, 2, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 15, 16]
[2, 3, 1, 0, 4, 9, 10, 15, 14, 13, 12, 11, 5, 6, 7, 8, 16]
[0, 1, 11, 10, 9, 8, 7, 6, 5, 12, 13, 4, 3, 2, 14, 15, 16]
[15, 14, 6, 5, 4, 13, 12, 3, 2, 1, 11, 10, 9, 0, 7, 8, 16]
[15, 14, 13, 12, 11, 10, 9, 8, 0, 5, 6, 7, 1, 2, 3, 4, 16]
[14, 13, 12, 11, 10, 9, 8, 7, 0, 1, 2, 3, 4, 15, 6, 5, 16]
[5, 6, 7, 8, 10, 9, 3, 2, 1, 0, 4, 14, 15, 16, 11, 12, 13]
[12, 9, 8, 7, 6, 5, 4, 3, 0, 1, 10, 14, 13, 11, 2, 15, 16]
[9, 8, 7, 10, 4, 3, 0, 2, 1, 11, 12, 13, 14, 15, 6, 5, 16]
[12, 11, 10, 9, 0, 1, 2, 3, 4, 8, 7, 6, 5, 13, 14, 15, 16]
[11, 12, 13, 7, 6, 5, 4, 2, 1, 0, 14, 3, 15, 10, 9, 8, 16]
[6, 5, 7, 8, 9, 10, 13, 12, 11, 0, 1, 2, 3, 4, 14, 15, 16]
[13, 2, 1, 15, 14, 0, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 16]
[2, 3, 4, 14, 13, 12, 11, 15, 10, 9, 0, 1, 8, 7, 6, 5, 16]
[0, 1, 2, 3, 4, 5, 6, 7, 11, 12, 16, 15, 14, 13, 8, 9, 10]
[14, 13, 12, 11, 10, 9, 8, 7, 0, 16, 6, 15, 2, 1, 5, 4, 3]
[11, 12, 13, 7, 6, 0, 1, 5, 10, 9, 8, 2, 3, 4, 14, 15, 16]
[9, 8, 10, 2, 7, 6, 0, 5, 4, 3, 1, 11, 12, 13, 14, 15, 16]
[11, 10, 9, 4, 3, 0, 12, 13, 14, 1, 2, 5, 8, 7, 6, 15, 16]
[9, 2, 3, 4, 1, 0, 5, 6, 8, 7, 10, 11, 12, 13, 14, 15, 16]
[12, 11, 10, 9, 8, 7, 5, 13, 4, 3, 2, 0, 1, 6, 14, 15, 16]
[5, 6, 7, 4, 3, 0, 1, 2, 10, 11, 12, 13, 8, 9, 14, 15, 16]
[14, 0, 1, 2, 3, 4, 15, 10, 5, 13, 12, 11, 9, 8, 7, 6, 16]
[4, 5, 6, 7, 8, 0, 11, 10, 9, 3, 2, 1, 12, 13, 14, 15, 16]
[14, 15, 16, 2, 10, 9, 8, 0, 1, 3, 4, 5, 6, 7, 13, 12, 11]
[12, 8, 0, 1, 2, 3, 4, 11, 10, 7, 6, 5, 9, 13, 14, 15, 16]
[15, 14, 10, 9, 8, 7, 11, 6, 5, 4, 13, 12, 2, 1, 0, 3, 16]
[10, 11, 12, 13, 1, 0, 2, 3, 4, 14, 15, 16, 9, 8, 7, 6, 5]
[3, 2, 1, 0, 4, 11, 12, 13, 14, 5, 6, 7, 8, 9, 10, 15, 16]
[6, 7, 8, 3, 2, 1, 10, 9, 0, 4, 11, 12, 13, 5, 14, 15, 16]
[8, 7, 6, 9, 10, 11, 5, 4, 3, 2, 1, 0, 13, 14, 15, 12, 16]
[16, 6, 7, 10, 9, 8, 5, 4, 3, 2, 1, 0, 15, 11, 12, 13, 14]
[9, 16, 15, 14, 13, 6, 5, 4, 3, 2, 1, 0, 7, 8, 10, 11, 12]
[15, 14, 13, 12, 0, 1, 2, 3, 4, 5, 11, 10, 9, 8, 7, 6, 16]
[6, 7, 8, 9, 5, 4, 3, 13, 12, 11, 10, 14, 15, 2, 1, 0, 16]
[7, 8, 9, 10, 11, 12, 13, 14, 15, 5, 4, 3, 0, 6, 1, 2, 16]
[0, 1, 2, 3, 10, 9, 8, 7, 6, 5, 16, 15, 14, 4, 11, 12, 13]
[7, 6, 5, 4, 3, 8, 9, 10, 12, 0, 11, 13, 14, 15, 2, 1, 16]
[2, 1, 0, 6, 7, 8, 9, 11, 10, 5, 4, 3, 12, 13, 14, 15, 16]
[12, 13, 14, 0, 8, 1, 2, 3, 4, 5, 6, 7, 10, 11, 9, 15, 16]
[6, 5, 7, 4, 8, 9, 10, 11, 3, 2, 1, 0, 13, 14, 12, 15, 16]
[1, 4, 5, 15, 2, 3, 6, 7, 8, 14, 13, 12, 11, 10, 9, 0, 16]
[9, 8, 7, 6, 4, 3, 10, 11, 12, 13, 14, 15, 2, 1, 0, 5, 16]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 0, 12, 16, 15, 14, 11, 13]
[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1, 3, 6, 2, 4, 5]
[3, 4, 15, 14, 13, 7, 6, 5, 10, 11, 12, 2, 8, 9, 1, 0, 16]
[12, 11, 10, 9, 8, 2, 3, 1, 0, 7, 13, 14, 4, 6, 5, 15, 16]
[9, 10, 12, 11, 13, 14, 8, 0, 1, 2, 3, 4, 5, 7, 6, 15, 16]
[2, 3, 4, 5, 6, 13, 12, 11, 10, 9, 8, 7, 16, 15, 1, 0, 14]
[15, 5, 6, 7, 8, 9, 10, 12, 11, 14, 13, 0, 1, 2, 4, 3, 16]
[5, 6, 7, 8, 10, 11, 12, 4, 3, 2, 1, 0, 9, 13, 16, 15, 14]
[3, 11, 10, 7, 8, 9, 2, 1, 0, 12, 13, 14, 15, 6, 4, 5, 16]
[8, 9, 10, 1, 7, 6, 5, 4, 3, 2, 12, 11, 0, 13, 14, 15, 16]
[16, 15, 14, 13, 12, 11, 2, 10, 9, 0, 1, 8, 7, 6, 5, 4, 3]
[12, 13, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 11, 0, 1, 2, 16]
[3, 12, 13, 2, 1, 9, 10, 11, 8, 7, 0, 4, 5, 6, 14, 15, 16]
[13, 14, 7, 8, 9, 10, 11, 12, 3, 4, 16, 15, 6, 5, 2, 1, 0]
[8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1, 7, 6, 5, 2, 3, 4]
[15, 7, 6, 11, 12, 13, 14, 10, 9, 8, 0, 1, 2, 3, 4, 5, 16]
[3, 4, 5, 6, 11, 13, 2, 1, 10, 9, 8, 7, 12, 0, 14, 15, 16]
[9, 4, 5, 6, 15, 8, 7, 10, 11, 12, 13, 3, 2, 1, 0, 14, 16]
[7, 13, 14, 12, 11, 10, 0, 1, 2, 3, 4, 5, 6, 9, 8, 15, 16]
[3, 4, 9, 8, 7, 2, 1, 0, 10, 6, 5, 11, 12, 13, 14, 15, 16]
[9, 8, 7, 0, 4, 5, 6, 10, 11, 3, 12, 13, 14, 1, 2, 15, 16]
[1, 0, 12, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 2, 3, 4, 5]
[12, 5, 6, 7, 8, 9, 10, 4, 3, 11, 0, 1, 2, 13, 14, 15, 16]
[1, 0, 9, 10, 11, 2, 8, 7, 6, 5, 4, 3, 12, 13, 14, 15, 16]
[0, 1, 2, 3, 16, 15, 14, 13, 12, 11, 5, 6, 7, 4, 10, 9, 8]
[8, 7, 6, 5, 4, 3, 15, 14, 13, 0, 1, 2, 12, 11, 10, 9, 16]
[3, 4, 7, 6, 5, 15, 2, 1, 0, 14, 16, 8, 9, 10, 11, 12, 13]
[4, 5, 12, 11, 0, 1, 10, 9, 8, 7, 6, 3, 2, 13, 14, 15, 16]
[2, 12, 11, 13, 3, 4, 5, 6, 10, 9, 8, 7, 1, 0, 14, 15, 16]
[5, 4, 7, 2, 1, 0, 12, 13, 14, 15, 16, 3, 6, 8, 9, 10, 11]
[16, 15, 4, 3, 14, 13, 12, 11, 10, 9, 8, 2, 1, 0, 5, 6, 7]
[16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 0, 1, 2, 4, 3, 5, 6]
[16, 15, 14, 13, 12, 0, 1, 11, 10, 9, 6, 5, 4, 3, 2, 8, 7]
[0, 10, 1, 11, 12, 13, 14, 2, 9, 8, 7, 3, 4, 5, 6, 15, 16]
[7, 8, 9, 10, 12, 16, 15, 14, 13, 6, 5, 4, 3, 2, 1, 0, 11]
[1, 6, 16, 15, 14, 13, 12, 5, 4, 3, 2, 11, 10, 9, 8, 7, 0]
[13, 7, 8, 9, 10, 11, 12, 14, 15, 16, 6, 1, 2, 3, 4, 5, 0]
[5, 4, 6, 7, 8, 9, 14, 13, 12, 11, 10, 3, 2, 0, 1, 15, 16]
[8, 10, 9, 5, 4, 3, 2, 1, 0, 11, 7, 6, 13, 12, 14, 15, 16]
[6, 1, 0, 13, 12, 11, 4, 5, 3, 2, 7, 8, 9, 10, 14, 15, 16]
[9, 0, 4, 5, 6, 7, 8, 15, 16, 3, 2, 1, 14, 13, 12, 11, 10]
[14, 13, 12, 11, 10, 9, 8, 0, 1, 2, 3, 4, 5, 7, 6, 15, 16]
[3, 2, 1, 13, 12, 11, 0, 6, 4, 5, 14, 7, 8, 9, 10, 15, 16]
[14, 0, 11, 1, 2, 3, 4, 5, 6, 7, 15, 16, 8, 9, 10, 13, 12]
[8, 7, 6, 5, 2, 1, 0, 15, 14, 3, 4, 13, 12, 11, 10, 9, 16]
[16, 15, 14, 6, 5, 11, 12, 13, 10, 9, 8, 7, 0, 1, 2, 3, 4]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 12, 11, 10, 14, 15, 16]
[16, 15, 12, 11, 10, 9, 3, 2, 1, 4, 5, 6, 7, 8, 13, 14, 0]
[2, 9, 8, 7, 0, 1, 12, 13, 14, 15, 3, 4, 11, 10, 6, 5, 16]
