[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 0, 1]
[2, 3, 7, 8, 9, 10, 11, 0, 1, 4, 5, 6]
[11, 10, 9, 8, 0, 1, 2, 3, 4, 5, 6, 7]
[5, 6, 7, 8, 9, 10, 11, 0, 1, 2, 3, 4]
[9, 1, 2, 10, 11, 0, 3, 4, 5, 6, 7, 8]
[8, 7, 3, 2, 11, 10, 1, 0, 4, 5, 6, 9]
[8, 4, 5, 6, 9, 10, 11, 0, 1, 2, 3, 7]
[5, 4, 7, 8, 9, 10, 11, 3, 2, 0, 1, 6]
[1, 0, 2, 3, 6, 5, 4, 7, 8, 9, 10, 11]
[9, 2, 3, 11, 10, 1, 0, 4, 5, 6, 7, 8]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 3]
[2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 3]
[5, 2, 1, 0, 6, 7, 8, 9, 10, 11, 3, 4]
[9, 2, 3, 1, 0, 4, 5, 6, 7, 8, 11, 10]
[10, 5, 4, 2, 1, 3, 11, 0, 6, 7, 8, 9]
[2, 1, 3, 4, 5, 0, 6, 7, 8, 9, 10, 11]
[6, 5, 4, 8, 9, 10, 11, 3, 2, 1, 0, 7]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 3]
[0, 9, 8, 7, 6, 10, 11, 3, 4, 5, 2, 1]
[8, 2, 3, 6, 9, 10, 11, 0, 4, 5, 1, 7]
[1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10, 11]
[4, 5, 6, 1, 0, 7, 8, 9, 10, 11, 3, 2]
[1, 9, 8, 7, 0, 11, 10, 2, 3, 4, 5, 6]
[2, 9, 10, 11, 1, 0, 4, 5, 6, 7, 8, 3]
[3, 11, 10, 1, 0, 4, 5, 6, 7, 8, 9, 2]
[0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11]
[6, 7, 3, 4, 5, 8, 9, 10, 11, 0, 1, 2]
[11, 2, 3, 1, 0, 6, 5, 4, 7, 8, 9, 10]
[0, 1, 2, 3, 4, 5, 6, 7, 11, 10, 9, 8]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 0, 4]
[2, 3, 11, 0, 1, 4, 5, 6, 7, 8, 9, 10]
[11, 3, 4, 5, 6, 7, 8, 9, 10, 2, 1, 0]
[2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 0, 1]
[11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[9, 8, 7, 6, 10, 11, 0, 1, 2, 3, 4, 5]
[0, 1, 2, 10, 3, 4, 5, 6, 7, 8, 9, 11]
[2, 3, 11, 10, 5, 4, 0, 1, 6, 7, 8, 9]
[3, 11, 10, 1, 0, 4, 5, 6, 7, 8, 9, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
[3, 2, 6, 7, 8, 9, 10, 11, 0, 1, 5, 4]
[1, 0, 11, 3, 4, 5, 6, 7, 8, 9, 10, 2]
[3, 2, 6, 7, 8, 9, 10, 11, 0, 1, 5, 4]
[10, 9, 1, 3, 4, 5, 6, 7, 8, 11, 0, 2]
[1, 2, 3, 11, 0, 4, 5, 6, 7, 8, 9, 10]
[11, 0, 1, 4, 5, 6, 7, 8, 9, 10, 2, 3]
