[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 2]
[12, 13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1, 2]
[12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[11, 0, 1, 2, 12, 13, 3, 4, 5, 6, 7, 8, 9, 10]
[12, 13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 4, 0, 13, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 5]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[11, 12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 1, 0]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 5]
[12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 4, 0, 13, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[11, 2, 3, 13, 12, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[0, 13, 3, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[12, 13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 2]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1, 2]
[1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 12, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3, 2]
[11, 12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[10, 11, 12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 2]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3]
