[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0, 4]
[1, 2, 3, 12, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[12, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 2, 3]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3, 2]
[3, 2, 6, 7, 8, 9, 10, 11, 12, 0, 1, 5, 4]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0, 4]
[12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3, 2]
[9, 0, 12, 11, 10, 1, 2, 3, 4, 5, 6, 7, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3, 2]
[3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[1, 0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[6, 5, 4, 0, 7, 8, 9, 10, 11, 12, 3, 2, 1]
[1, 2, 3, 12, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 3, 4, 0]
[8, 9, 10, 11, 12, 0, 1, 2, 3, 4, 5, 6, 7]
[0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12]
[12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0, 4]
[6, 2, 3, 4, 7, 8, 9, 10, 11, 12, 0, 1, 5]
[1, 0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 11, 12, 0, 3, 4, 5, 6, 7, 8, 9, 10, 1]
[7, 2, 1, 5, 8, 9, 10, 11, 12, 0, 4, 3, 6]
[12, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[12, 3, 4, 5, 6, 7, 8, 9, 10, 11, 2, 1, 0]
[12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[10, 11, 12, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1]
[10, 11, 12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 0, 1]
[1, 11, 12, 0, 4, 5, 6, 7, 8, 9, 10, 3, 2]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[4, 3, 12, 0, 5, 6, 7, 8, 9, 10, 11, 2, 1]
[11, 12, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0, 1, 2]
