[9, 8, 7, 6, 5, 2, 10, 11, 12, 13, 14, 15, 1, 0, 3, 4, 16, 17]
[14, 13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 12, 11, 9, 10, 15, 16, 17]
[16, 15, 14, 13, 6, 7, 0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 17]
[9, 10, 11, 12, 7, 6, 0, 1, 8, 2, 3, 4, 5, 13, 14, 15, 16, 17]
[15, 5, 6, 7, 8, 9, 14, 13, 12, 11, 10, 0, 1, 2, 3, 4, 16, 17]
[13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 14, 15, 0, 16, 2, 1, 17]
[0, 1, 15, 14, 13, 12, 11, 10, 9, 8, 7, 3, 2, 4, 5, 6, 16, 17]
[13, 14, 12, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 0, 15, 16, 17]
[7, 15, 14, 13, 12, 11, 10, 9, 8, 5, 4, 3, 2, 1, 6, 0, 16, 17]
[6, 5, 4, 3, 2, 1, 0, 15, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17]
[7, 6, 5, 4, 3, 2, 0, 1, 8, 9, 10, 11, 12, 16, 15, 14, 13, 17]
[2, 3, 1, 0, 7, 4, 6, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
[6, 8, 7, 9, 10, 11, 12, 13, 5, 4, 3, 2, 1, 0, 14, 15, 16, 17]
[13, 12, 11, 2, 3, 4, 5, 6, 10, 9, 8, 7, 14, 15, 1, 0, 16, 17]
[15, 14, 13, 10, 9, 8, 7, 2, 1, 0, 11, 12, 3, 4, 5, 6, 16, 17]
[8, 9, 10, 17, 16, 15, 14, 7, 13, 12, 11, 6, 5, 4, 3, 2, 1, 0]
[15, 14, 13, 12, 11, 10, 9, 8, 7, 0, 6, 5, 4, 3, 2, 1, 16, 17]
[0, 1, 8, 7, 9, 10, 11, 12, 13, 14, 6, 5, 4, 3, 2, 15, 16, 17]
[15, 2, 1, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17]
[6, 5, 4, 3, 2, 1, 0, 12, 13, 14, 15, 16, 11, 10, 9, 7, 8, 17]
[1, 11, 12, 0, 2, 3, 4, 5, 10, 9, 8, 7, 6, 13, 14, 15, 16, 17]
[16, 7, 6, 5, 0, 1, 2, 15, 14, 13, 12, 11, 10, 9, 8, 4, 3, 17]
[11, 12, 10, 9, 8, 7, 0, 1, 2, 3, 4, 5, 13, 6, 14, 15, 16, 17]
[11, 10, 9, 8, 7, 6, 5, 4, 15, 14, 13, 12, 0, 1, 2, 3, 16, 17]
[16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 2, 1, 0, 3, 4, 5, 17]
[12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0, 13, 14, 15, 16, 17]
[16, 3, 2, 1, 4, 5, 6, 7, 8, 9, 10, 11, 0, 12, 13, 14, 15, 17]
[14, 15, 13, 0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 8, 7, 6, 16, 17]
[1, 10, 9, 8, 11, 12, 13, 14, 15, 7, 6, 5, 4, 3, 2, 0, 16, 17]
[10, 11, 12, 9, 8, 5, 6, 4, 3, 2, 1, 0, 7, 13, 14, 15, 16, 17]
