[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[13, 2, 1, 0, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 3, 14, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[3, 14, 13, 12, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[1, 2, 3, 14, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 2]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4]
[6, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 5]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[3, 2, 1, 13, 14, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2, 3, 4]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[6, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 5]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2]
[4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[1, 0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[13, 14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2]
[1, 2, 3, 14, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[6, 5, 4, 0, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2, 3, 4]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[2, 3, 14, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[7, 6, 5, 4, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[1, 2, 3, 14, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[12, 13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[13, 14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[13, 14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2, 3, 4]
[1, 0, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2]
[1, 0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2]
[1, 0, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2]
[12, 13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[1, 0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4, 5]
[11, 12, 1, 0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[14, 2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2]
[1, 0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
