[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4]
[6, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 0, 1, 5]
[12, 13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[11, 12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[11, 2, 3, 13, 12, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[11, 12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 2]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[10, 0, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3, 2]
[13, 12, 11, 10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[10, 0, 13, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1, 2]
[1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3, 2]
[13, 0, 1, 11, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4]
[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3, 2]
[13, 3, 2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 1, 0]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[12, 13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[12, 11, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2]
[11, 12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 12, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[12, 0, 4, 3, 13, 1, 2, 5, 6, 7, 8, 9, 10, 11]
[4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1, 2]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4]
[12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[3, 2, 1, 12, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[11, 12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[10, 11, 12, 13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9]
[4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4]
