[0, 16, 15, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 1]
[10, 9, 4, 3, 11, 12, 13, 14, 15, 16, 0, 1, 2, 6, 5, 8, 7]
[14, 1, 0, 16, 15, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 13, 1, 2, 15, 0, 16, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 3, 4]
[3, 7, 6, 5, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1, 2]
[11, 12, 13, 14, 15, 16, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[0, 16, 15, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 1]
[7, 6, 5, 1, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 4, 3, 2]
[16, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 1, 2, 3]
[1, 0, 5, 4, 3, 16, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 2]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 3]
[12, 1, 0, 16, 13, 14, 15, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[12, 13, 0, 16, 15, 14, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[13, 16, 0, 1, 14, 15, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
