[2, 3, 8, 7, 6, 5, 4, 1, 0, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
[8, 9, 10, 11, 12, 6, 5, 4, 3, 2, 1, 18, 17, 16, 0, 15, 14, 13, 7]
[15, 14, 13, 12, 11, 10, 9, 4, 5, 6, 7, 8, 3, 2, 0, 1, 16, 17, 18]
[3, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 7, 6, 5, 4, 0, 1, 2]
[3, 2, 1, 8, 9, 10, 11, 12, 13, 0, 14, 4, 5, 6, 7, 15, 16, 17, 18]
[8, 9, 10, 11, 18, 17, 16, 15, 14, 13, 12, 7, 6, 3, 2, 1, 0, 4, 5]
[11, 12, 13, 14, 15, 16, 17, 18, 1, 2, 3, 10, 9, 8, 7, 0, 4, 5, 6]
[0, 1, 2, 3, 9, 8, 7, 6, 5, 4, 17, 16, 15, 14, 13, 10, 11, 12, 18]
[13, 14, 3, 4, 12, 11, 10, 9, 8, 7, 6, 0, 1, 2, 5, 15, 16, 17, 18]
[13, 12, 16, 17, 11, 0, 1, 2, 14, 15, 3, 4, 5, 6, 7, 10, 9, 8, 18]
[1, 2, 3, 4, 5, 16, 15, 14, 13, 12, 18, 17, 8, 7, 6, 9, 10, 11, 0]
[16, 5, 4, 0, 1, 2, 6, 15, 14, 13, 12, 11, 10, 9, 8, 7, 17, 3, 18]
[9, 10, 11, 12, 13, 14, 15, 3, 16, 17, 18, 2, 8, 7, 4, 5, 6, 1, 0]
[10, 9, 8, 7, 14, 13, 12, 11, 6, 5, 4, 3, 2, 1, 0, 18, 15, 16, 17]
[15, 16, 17, 18, 6, 5, 4, 3, 10, 14, 13, 12, 11, 9, 8, 7, 2, 0, 1]
[6, 7, 3, 2, 1, 0, 12, 13, 14, 15, 16, 8, 9, 11, 10, 5, 4, 17, 18]
[8, 7, 6, 5, 17, 18, 16, 0, 1, 2, 3, 4, 9, 10, 11, 12, 13, 14, 15]
[12, 14, 13, 11, 10, 9, 8, 7, 0, 1, 6, 5, 4, 3, 2, 15, 16, 17, 18]
[18, 0, 1, 2, 3, 4, 5, 6, 17, 16, 15, 14, 13, 12, 11, 7, 9, 8, 10]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 10, 11, 12, 13, 18, 17]
[7, 6, 5, 4, 8, 14, 13, 12, 11, 10, 9, 0, 1, 2, 3, 15, 16, 17, 18]
[5, 4, 2, 1, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 6, 3, 16, 17, 18]
[0, 1, 2, 3, 17, 13, 12, 5, 4, 14, 15, 16, 6, 7, 8, 9, 10, 11, 18]
[7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 0, 1, 6, 15, 2, 3, 4, 5, 18]
[2, 4, 5, 1, 0, 3, 15, 16, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18]
[14, 13, 6, 0, 5, 4, 10, 11, 12, 9, 8, 7, 1, 2, 3, 15, 16, 17, 18]
[3, 4, 5, 6, 18, 17, 16, 8, 7, 14, 15, 2, 1, 0, 9, 10, 11, 12, 13]
[14, 0, 15, 16, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 17, 18]
[15, 16, 14, 0, 1, 2, 10, 11, 12, 13, 3, 4, 5, 6, 7, 8, 9, 17, 18]
[2, 1, 0, 10, 11, 12, 13, 8, 9, 3, 7, 6, 5, 4, 14, 15, 16, 17, 18]
[3, 15, 0, 1, 16, 17, 2, 18, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[17, 16, 15, 14, 13, 12, 11, 10, 9, 3, 5, 4, 7, 6, 2, 1, 0, 8, 18]
[3, 2, 1, 0, 14, 15, 16, 4, 5, 6, 7, 8, 17, 18, 9, 10, 11, 12, 13]
[5, 6, 7, 8, 9, 10, 11, 3, 2, 1, 0, 14, 12, 13, 17, 16, 15, 4, 18]
[5, 4, 3, 2, 1, 6, 7, 8, 9, 17, 15, 16, 14, 13, 12, 11, 10, 0, 18]
[0, 9, 8, 2, 3, 4, 5, 6, 17, 16, 15, 14, 13, 12, 11, 10, 7, 1, 18]
[5, 4, 3, 2, 0, 1, 6, 7, 8, 9, 10, 11, 17, 16, 15, 14, 13, 12, 18]
[8, 9, 10, 11, 12, 13, 14, 15, 18, 17, 7, 6, 5, 4, 3, 2, 1, 0, 16]
[3, 0, 1, 12, 11, 10, 9, 8, 7, 6, 5, 4, 2, 13, 14, 15, 16, 17, 18]
[2, 7, 18, 17, 16, 15, 14, 13, 12, 11, 10, 3, 4, 6, 5, 1, 0, 8, 9]
[16, 17, 2, 3, 8, 9, 10, 11, 12, 18, 15, 14, 13, 1, 0, 4, 5, 6, 7]
[1, 0, 2, 3, 4, 5, 6, 7, 15, 16, 17, 8, 9, 10, 11, 12, 13, 14, 18]
[15, 14, 13, 12, 0, 11, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18]
[17, 16, 0, 1, 2, 3, 4, 10, 9, 14, 15, 8, 7, 6, 11, 12, 13, 5, 18]
[13, 12, 6, 5, 4, 3, 14, 15, 7, 8, 16, 11, 10, 9, 2, 1, 0, 17, 18]
[5, 6, 7, 8, 2, 3, 4, 17, 16, 15, 14, 13, 12, 11, 10, 9, 1, 0, 18]
[4, 3, 2, 1, 0, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 12, 16, 17, 18]
[13, 10, 9, 12, 11, 0, 1, 6, 5, 4, 3, 2, 7, 8, 14, 15, 16, 17, 18]
[6, 3, 4, 5, 7, 8, 9, 10, 12, 11, 18, 2, 1, 0, 13, 14, 15, 16, 17]
[7, 8, 9, 10, 11, 12, 13, 14, 0, 5, 15, 16, 17, 6, 1, 2, 3, 4, 18]
[5, 6, 7, 8, 9, 10, 11, 12, 13, 1, 14, 15, 16, 18, 17, 4, 3, 0, 2]
[6, 5, 7, 18, 17, 16, 15, 12, 8, 9, 10, 11, 4, 3, 2, 1, 0, 13, 14]
[6, 7, 5, 0, 1, 2, 3, 4, 8, 9, 13, 14, 15, 16, 17, 18, 12, 11, 10]
[7, 6, 5, 4, 15, 14, 13, 12, 11, 10, 1, 2, 3, 9, 8, 0, 16, 17, 18]
[10, 9, 8, 14, 13, 12, 7, 11, 6, 5, 4, 3, 0, 1, 2, 15, 16, 17, 18]
[4, 3, 2, 1, 0, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
[15, 14, 1, 0, 16, 17, 18, 2, 3, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]
[4, 0, 9, 10, 12, 11, 5, 6, 7, 8, 13, 1, 2, 3, 14, 15, 16, 17, 18]
[7, 16, 8, 9, 10, 11, 6, 5, 12, 13, 14, 15, 4, 3, 2, 1, 0, 17, 18]
[4, 5, 6, 7, 10, 11, 12, 13, 14, 16, 15, 9, 8, 0, 17, 3, 2, 1, 18]
[0, 15, 1, 2, 3, 13, 14, 10, 9, 8, 7, 6, 5, 4, 16, 17, 12, 11, 18]
[3, 2, 1, 0, 12, 13, 14, 15, 16, 17, 18, 4, 5, 6, 7, 8, 9, 10, 11]
[14, 2, 0, 1, 13, 12, 11, 10, 9, 8, 7, 3, 6, 5, 4, 15, 16, 17, 18]
[13, 12, 11, 10, 0, 1, 2, 9, 8, 7, 6, 5, 4, 14, 15, 16, 17, 18, 3]
[7, 6, 5, 4, 3, 2, 15, 1, 14, 13, 12, 8, 9, 10, 11, 0, 16, 17, 18]
[18, 3, 2, 1, 0, 13, 14, 4, 5, 6, 7, 8, 9, 15, 16, 17, 12, 11, 10]
[3, 4, 16, 12, 13, 14, 2, 11, 10, 9, 8, 7, 6, 5, 0, 1, 15, 17, 18]
[10, 9, 11, 12, 13, 14, 15, 16, 7, 6, 2, 1, 0, 3, 8, 4, 5, 17, 18]
[17, 6, 5, 4, 3, 16, 15, 14, 13, 7, 8, 9, 2, 1, 0, 18, 10, 11, 12]
[5, 3, 2, 1, 0, 14, 15, 16, 13, 12, 11, 10, 9, 8, 7, 4, 6, 17, 18]
[16, 15, 17, 18, 0, 1, 2, 3, 4, 5, 6, 7, 14, 13, 12, 11, 10, 9, 8]
