[16, 10, 9, 8, 7, 6, 5, 4, 3, 12, 13, 14, 15, 11, 2, 1, 0, 17]
[17, 16, 13, 8, 7, 0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 15, 14]
[10, 11, 12, 13, 2, 3, 9, 8, 7, 6, 5, 4, 14, 16, 15, 1, 0, 17]
[2, 7, 10, 1, 0, 4, 5, 6, 9, 8, 3, 11, 12, 13, 14, 15, 16, 17]
[1, 2, 3, 4, 5, 6, 7, 8, 10, 0, 11, 12, 13, 14, 9, 15, 16, 17]
[17, 16, 15, 14, 0, 1, 2, 3, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]
[0, 1, 2, 11, 12, 14, 15, 10, 9, 8, 7, 6, 3, 4, 5, 13, 16, 17]
[14, 13, 12, 11, 10, 9, 8, 7, 5, 4, 3, 2, 15, 16, 1, 6, 0, 17]
[16, 15, 12, 11, 10, 9, 2, 1, 0, 13, 14, 3, 4, 5, 6, 7, 8, 17]
[2, 3, 4, 5, 6, 10, 14, 15, 16, 1, 0, 12, 13, 7, 8, 9, 11, 17]
[0, 1, 2, 3, 4, 5, 13, 12, 11, 10, 9, 8, 7, 6, 14, 15, 16, 17]
[16, 15, 14, 13, 12, 11, 10, 9, 8, 2, 1, 7, 6, 5, 3, 4, 17, 0]
[14, 15, 16, 3, 4, 5, 12, 13, 17, 0, 1, 2, 6, 7, 8, 9, 10, 11]
[2, 3, 4, 5, 17, 0, 1, 16, 15, 14, 13, 12, 11, 10, 9, 7, 6, 8]
[12, 11, 10, 9, 8, 13, 14, 15, 16, 7, 6, 5, 4, 3, 2, 1, 0, 17]
[5, 10, 17, 16, 15, 4, 3, 2, 1, 0, 9, 11, 12, 13, 14, 6, 7, 8]
[0, 1, 2, 3, 4, 5, 15, 14, 13, 12, 11, 7, 6, 8, 9, 10, 16, 17]
[15, 14, 8, 4, 13, 12, 11, 3, 2, 1, 0, 9, 10, 5, 6, 7, 16, 17]
[11, 15, 16, 17, 10, 9, 8, 3, 2, 12, 13, 14, 7, 6, 5, 4, 1, 0]
[6, 7, 8, 9, 11, 12, 5, 0, 1, 2, 3, 4, 13, 14, 15, 10, 16, 17]
[14, 10, 9, 8, 7, 13, 12, 11, 6, 4, 3, 2, 1, 0, 5, 15, 16, 17]
[8, 7, 1, 0, 14, 15, 9, 10, 13, 12, 11, 6, 5, 2, 3, 4, 16, 17]
[12, 17, 16, 3, 2, 1, 0, 4, 5, 15, 14, 13, 6, 7, 8, 9, 10, 11]
[4, 5, 6, 7, 12, 13, 14, 15, 3, 2, 1, 0, 11, 10, 9, 8, 16, 17]
[11, 15, 8, 7, 6, 5, 4, 3, 2, 1, 0, 12, 9, 10, 13, 14, 16, 17]
[14, 2, 1, 0, 13, 12, 11, 10, 15, 16, 17, 8, 7, 6, 5, 4, 3, 9]
[1, 2, 9, 8, 7, 6, 3, 0, 10, 11, 12, 13, 14, 15, 5, 4, 16, 17]
[5, 6, 7, 16, 15, 14, 13, 10, 9, 8, 0, 1, 2, 3, 12, 11, 4, 17]
[14, 3, 2, 1, 4, 17, 16, 15, 0, 13, 12, 11, 10, 9, 8, 7, 6, 5]
[17, 16, 15, 14, 13, 7, 6, 5, 4, 3, 2, 1, 11, 10, 9, 8, 0, 12]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2, 1, 0, 13, 15, 14, 16, 17]
[1, 0, 11, 12, 13, 14, 2, 10, 9, 8, 7, 6, 5, 4, 17, 16, 3, 15]
[12, 13, 0, 1, 2, 3, 4, 14, 6, 7, 8, 9, 10, 11, 15, 16, 17, 5]
[17, 16, 15, 14, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 13, 2, 1, 0]
[12, 5, 4, 3, 2, 1, 0, 9, 8, 11, 10, 6, 7, 13, 14, 15, 16, 17]
[10, 9, 8, 7, 6, 5, 4, 3, 1, 0, 14, 15, 11, 12, 13, 2, 16, 17]
[10, 9, 8, 7, 6, 5, 4, 12, 16, 3, 2, 1, 0, 14, 15, 11, 13, 17]
[3, 4, 5, 6, 7, 8, 9, 10, 14, 13, 12, 11, 2, 1, 0, 15, 16, 17]
[12, 16, 15, 14, 13, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 2, 1, 17]
[5, 4, 3, 7, 8, 9, 10, 11, 6, 12, 2, 1, 0, 13, 14, 15, 16, 17]
[9, 8, 7, 6, 5, 4, 3, 2, 16, 15, 0, 1, 10, 11, 12, 13, 17, 14]
[9, 10, 15, 2, 3, 4, 5, 17, 16, 14, 13, 12, 11, 8, 7, 6, 1, 0]
[7, 6, 5, 4, 0, 1, 16, 17, 15, 14, 13, 12, 3, 2, 8, 9, 11, 10]
[1, 0, 12, 13, 14, 15, 16, 17, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9]
[11, 12, 13, 17, 16, 15, 3, 4, 5, 10, 9, 8, 7, 6, 2, 1, 0, 14]
[10, 9, 0, 1, 2, 3, 4, 5, 6, 7, 8, 16, 15, 14, 13, 12, 11, 17]
[7, 6, 5, 4, 14, 15, 16, 17, 11, 10, 9, 8, 3, 2, 12, 13, 1, 0]
[3, 2, 1, 0, 10, 11, 12, 13, 14, 15, 16, 7, 8, 4, 5, 6, 9, 17]
[2, 17, 3, 4, 13, 12, 11, 10, 9, 8, 7, 6, 5, 0, 1, 14, 15, 16]
[6, 5, 0, 17, 16, 15, 14, 13, 4, 3, 2, 1, 7, 8, 9, 10, 11, 12]
[8, 7, 6, 5, 4, 2, 11, 12, 13, 10, 9, 3, 0, 1, 14, 15, 16, 17]
[8, 7, 1, 0, 5, 4, 3, 2, 9, 10, 11, 12, 17, 16, 15, 14, 13, 6]
[1, 0, 6, 7, 13, 8, 9, 10, 11, 12, 2, 3, 4, 5, 14, 15, 16, 17]
[9, 8, 17, 10, 11, 12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 16, 15, 14]
[17, 0, 1, 2, 11, 12, 13, 14, 15, 10, 9, 8, 7, 6, 16, 5, 4, 3]
[8, 7, 9, 10, 11, 5, 4, 3, 2, 1, 0, 12, 13, 6, 14, 15, 16, 17]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 17, 16, 15, 14, 12, 11, 10, 13, 0]
[7, 6, 5, 4, 3, 2, 1, 9, 12, 13, 14, 0, 8, 10, 11, 15, 16, 17]
[2, 1, 0, 12, 3, 4, 5, 6, 11, 10, 9, 8, 15, 14, 13, 7, 16, 17]
[10, 9, 5, 6, 7, 8, 4, 3, 13, 0, 1, 2, 11, 12, 14, 15, 16, 17]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 0, 12, 13, 14, 15, 16, 17]
[11, 12, 13, 14, 3, 2, 1, 0, 4, 10, 9, 8, 7, 6, 5, 15, 16, 17]
[15, 14, 13, 12, 11, 9, 8, 0, 1, 10, 7, 6, 5, 4, 3, 2, 16, 17]
[16, 17, 3, 2, 1, 15, 14, 13, 12, 11, 10, 9, 5, 6, 7, 8, 4, 0]
[13, 14, 11, 10, 9, 8, 7, 0, 1, 2, 12, 3, 4, 5, 6, 15, 16, 17]
[1, 16, 15, 14, 13, 12, 11, 10, 9, 8, 6, 5, 4, 3, 7, 17, 2, 0]
[14, 13, 5, 12, 2, 0, 1, 3, 4, 11, 10, 9, 8, 7, 6, 15, 16, 17]
[2, 1, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
[7, 6, 5, 4, 0, 1, 2, 3, 14, 17, 16, 15, 8, 9, 10, 11, 12, 13]
[7, 8, 9, 10, 11, 12, 13, 14, 15, 1, 0, 6, 5, 4, 3, 2, 16, 17]
[2, 1, 0, 11, 6, 3, 4, 5, 12, 13, 14, 15, 16, 17, 7, 8, 9, 10]
[17, 16, 0, 6, 7, 9, 10, 11, 12, 13, 14, 8, 1, 2, 3, 4, 5, 15]
[12, 11, 10, 9, 4, 3, 2, 1, 0, 6, 5, 13, 17, 16, 15, 14, 7, 8]
[8, 12, 5, 4, 3, 2, 7, 11, 10, 9, 6, 1, 0, 13, 14, 15, 16, 17]
[8, 7, 6, 5, 3, 2, 1, 0, 4, 9, 10, 11, 12, 13, 14, 15, 16, 17]
[11, 5, 4, 8, 9, 10, 7, 6, 0, 1, 2, 3, 12, 13, 14, 15, 16, 17]
[0, 1, 10, 9, 17, 8, 7, 6, 5, 4, 3, 11, 12, 13, 14, 15, 16, 2]
[17, 6, 7, 8, 9, 10, 11, 12, 13, 0, 16, 15, 14, 5, 4, 3, 2, 1]
[0, 9, 10, 11, 12, 8, 13, 5, 6, 7, 1, 2, 3, 4, 14, 15, 16, 17]
[12, 11, 10, 9, 5, 14, 15, 16, 6, 4, 3, 2, 1, 0, 7, 8, 13, 17]
[3, 11, 10, 9, 8, 7, 6, 5, 4, 12, 2, 1, 0, 14, 15, 16, 17, 13]
[14, 0, 13, 9, 8, 7, 6, 5, 4, 3, 2, 1, 10, 11, 12, 15, 16, 17]
[14, 0, 5, 4, 6, 7, 8, 9, 10, 11, 3, 2, 1, 13, 12, 15, 16, 17]
[2, 13, 12, 3, 4, 5, 8, 7, 6, 9, 10, 11, 1, 0, 14, 15, 16, 17]
[2, 1, 0, 7, 8, 9, 10, 3, 4, 5, 6, 15, 11, 12, 13, 14, 16, 17]
[5, 8, 9, 10, 11, 12, 2, 1, 3, 4, 6, 7, 0, 13, 14, 15, 16, 17]
[5, 6, 4, 3, 14, 15, 13, 12, 11, 10, 9, 8, 7, 2, 1, 0, 16, 17]
[17, 16, 15, 14, 13, 9, 12, 11, 10, 5, 4, 3, 2, 1, 0, 6, 7, 8]
[5, 4, 16, 15, 14, 13, 12, 11, 3, 2, 1, 0, 6, 7, 8, 9, 10, 17]
[10, 11, 12, 13, 14, 15, 16, 0, 2, 3, 4, 9, 1, 8, 5, 6, 7, 17]
[5, 1, 0, 4, 3, 2, 7, 8, 9, 6, 10, 11, 12, 13, 14, 15, 16, 17]
[10, 9, 4, 11, 0, 1, 8, 7, 6, 5, 3, 2, 12, 13, 14, 15, 16, 17]
[0, 1, 2, 8, 9, 10, 12, 11, 7, 3, 4, 5, 6, 13, 14, 15, 16, 17]
[13, 14, 15, 8, 7, 3, 4, 5, 6, 12, 11, 10, 9, 16, 17, 2, 1, 0]
[17, 9, 8, 7, 6, 5, 4, 3, 2, 16, 10, 11, 1, 0, 12, 13, 14, 15]
[14, 13, 5, 4, 12, 11, 10, 0, 1, 2, 3, 6, 9, 8, 7, 15, 16, 17]
[4, 3, 5, 6, 7, 8, 9, 10, 15, 14, 13, 0, 1, 2, 11, 12, 16, 17]
[3, 4, 5, 6, 14, 15, 16, 2, 1, 13, 12, 11, 10, 9, 8, 7, 0, 17]
[0, 3, 4, 9, 10, 11, 12, 13, 1, 2, 7, 8, 5, 6, 14, 15, 16, 17]
[1, 2, 3, 4, 5, 17, 0, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6]
