[11, 18, 17, 16, 15, 14, 13, 12, 6, 5, 4, 3, 2, 1, 0, 10, 7, 8, 9, 19]
[8, 9, 1, 0, 12, 13, 14, 15, 16, 17, 18, 10, 11, 19, 7, 6, 5, 4, 3, 2]
[7, 6, 8, 9, 19, 18, 17, 5, 0, 16, 15, 14, 13, 12, 11, 10, 1, 2, 3, 4]
[15, 16, 17, 14, 9, 8, 10, 11, 12, 13, 7, 6, 0, 1, 2, 3, 4, 5, 18, 19]
[10, 9, 0, 11, 8, 7, 6, 5, 4, 3, 2, 1, 13, 14, 15, 16, 17, 12, 18, 19]
[4, 3, 2, 11, 12, 13, 14, 15, 16, 5, 17, 18, 6, 7, 1, 0, 8, 9, 10, 19]
[13, 12, 11, 0, 1, 19, 18, 17, 14, 10, 9, 8, 7, 6, 5, 4, 3, 2, 15, 16]
[16, 17, 18, 19, 14, 13, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 3, 2, 1, 0]
[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 7, 3, 4, 5, 6, 2, 1, 0, 18, 19]
[12, 13, 14, 15, 16, 19, 18, 11, 10, 9, 8, 7, 6, 5, 4, 3, 17, 2, 1, 0]
[7, 8, 9, 10, 11, 5, 6, 19, 18, 17, 16, 15, 14, 13, 12, 4, 3, 2, 1, 0]
[19, 18, 17, 16, 12, 11, 10, 9, 8, 13, 7, 6, 5, 4, 3, 2, 1, 0, 14, 15]
[0, 1, 2, 3, 4, 5, 10, 11, 12, 13, 18, 6, 7, 8, 17, 16, 15, 14, 9, 19]
[15, 14, 13, 12, 10, 9, 17, 16, 11, 0, 1, 2, 8, 7, 6, 5, 4, 3, 18, 19]
[9, 10, 11, 12, 13, 14, 15, 17, 2, 1, 0, 3, 4, 16, 8, 7, 6, 5, 18, 19]
[17, 16, 15, 12, 14, 13, 3, 4, 5, 6, 7, 0, 1, 2, 11, 10, 9, 8, 18, 19]
[13, 14, 15, 16, 17, 18, 12, 11, 10, 8, 9, 6, 5, 4, 3, 2, 1, 7, 0, 19]
[13, 14, 15, 12, 16, 17, 11, 10, 2, 0, 1, 3, 4, 5, 6, 7, 8, 9, 18, 19]
[10, 11, 12, 13, 8, 7, 6, 14, 15, 16, 17, 18, 19, 3, 4, 5, 9, 2, 1, 0]
[13, 12, 9, 8, 7, 6, 2, 3, 4, 5, 14, 15, 10, 11, 18, 17, 16, 1, 0, 19]
[0, 10, 14, 13, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 16, 17, 18, 19]
[16, 15, 14, 13, 12, 11, 10, 9, 8, 0, 1, 4, 3, 2, 5, 6, 7, 17, 18, 19]
[14, 15, 16, 17, 10, 11, 12, 13, 0, 1, 2, 3, 4, 5, 18, 19, 6, 7, 8, 9]
[5, 6, 16, 15, 14, 13, 9, 8, 7, 4, 3, 2, 1, 0, 10, 11, 12, 17, 18, 19]
[2, 1, 0, 4, 5, 6, 7, 11, 12, 3, 13, 14, 15, 16, 17, 18, 19, 8, 9, 10]
[2, 1, 0, 16, 15, 14, 13, 12, 11, 10, 9, 17, 3, 4, 5, 6, 8, 7, 18, 19]
[1, 2, 3, 4, 5, 6, 15, 14, 7, 8, 9, 13, 12, 0, 16, 17, 18, 19, 11, 10]
[13, 12, 11, 0, 9, 8, 7, 6, 5, 10, 4, 3, 2, 1, 14, 15, 16, 17, 18, 19]
