[7, 6, 5, 8, 9, 11, 10, 4, 2, 1, 0, 3]
[6, 7, 8, 3, 1, 2, 5, 9, 0, 4, 10, 11]
[6, 5, 0, 7, 1, 4, 2, 8, 9, 3, 10, 11]
[0, 4, 6, 7, 8, 1, 2, 3, 5, 9, 10, 11]
[0, 7, 8, 1, 9, 5, 4, 3, 2, 6, 10, 11]
[10, 0, 5, 6, 4, 3, 2, 11, 1, 7, 8, 9]
[10, 11, 8, 7, 6, 9, 3, 2, 4, 5, 1, 0]
[6, 7, 8, 9, 10, 5, 11, 4, 2, 1, 0, 3]
[5, 6, 1, 0, 7, 8, 9, 10, 11, 4, 3, 2]
[2, 8, 9, 0, 10, 11, 3, 5, 4, 1, 6, 7]
[11, 0, 7, 1, 2, 10, 9, 8, 6, 5, 4, 3]
[7, 1, 9, 8, 10, 6, 2, 3, 4, 5, 0, 11]
[11, 4, 8, 1, 2, 3, 0, 9, 5, 6, 7, 10]
[3, 1, 0, 2, 9, 4, 5, 6, 7, 8, 10, 11]
[5, 4, 3, 2, 1, 0, 11, 6, 7, 10, 8, 9]
[2, 0, 1, 4, 11, 10, 9, 8, 5, 3, 6, 7]
[6, 7, 8, 10, 9, 3, 2, 1, 0, 4, 5, 11]
[6, 8, 9, 10, 11, 5, 7, 4, 3, 2, 1, 0]
[3, 5, 6, 7, 4, 2, 1, 0, 8, 9, 10, 11]
[0, 5, 4, 3, 2, 8, 9, 7, 10, 1, 6, 11]
[10, 11, 5, 1, 2, 8, 6, 0, 7, 3, 9, 4]
[10, 0, 1, 2, 3, 9, 8, 7, 6, 4, 5, 11]
[5, 11, 10, 0, 9, 8, 1, 2, 6, 7, 4, 3]
[7, 6, 5, 0, 1, 2, 8, 9, 10, 11, 3, 4]
[4, 8, 1, 2, 5, 6, 9, 11, 3, 10, 0, 7]
[5, 4, 9, 8, 6, 10, 7, 0, 1, 11, 2, 3]
[9, 8, 0, 1, 6, 5, 4, 11, 7, 10, 2, 3]
[3, 10, 1, 0, 11, 2, 4, 5, 6, 7, 9, 8]
[0, 1, 6, 5, 3, 4, 8, 7, 2, 9, 10, 11]
[4, 9, 5, 10, 8, 7, 6, 0, 11, 1, 2, 3]
[6, 5, 0, 3, 2, 1, 11, 7, 8, 9, 4, 10]
[0, 11, 2, 1, 7, 6, 8, 9, 10, 5, 4, 3]
[10, 9, 8, 7, 6, 3, 4, 5, 11, 1, 2, 0]
[2, 3, 1, 0, 8, 7, 9, 4, 6, 5, 10, 11]
[7, 6, 10, 9, 8, 5, 4, 3, 0, 1, 2, 11]
[10, 0, 7, 1, 2, 3, 5, 4, 6, 9, 8, 11]
[5, 11, 8, 2, 4, 3, 0, 10, 9, 7, 6, 1]
[3, 2, 8, 0, 1, 9, 10, 7, 6, 5, 4, 11]
[9, 2, 3, 4, 5, 6, 10, 0, 8, 1, 7, 11]
[9, 8, 0, 7, 6, 1, 2, 3, 4, 5, 10, 11]
[3, 2, 1, 8, 7, 6, 5, 4, 9, 0, 10, 11]
[0, 6, 5, 4, 3, 2, 1, 10, 7, 9, 8, 11]
[0, 9, 10, 2, 3, 1, 4, 8, 7, 5, 6, 11]
[11, 6, 0, 5, 4, 8, 3, 2, 1, 10, 9, 7]
[9, 10, 0, 1, 4, 2, 3, 5, 6, 8, 7, 11]
[10, 9, 7, 8, 5, 4, 3, 2, 1, 11, 6, 0]
[11, 5, 6, 10, 7, 8, 9, 0, 1, 2, 3, 4]
[1, 2, 5, 8, 7, 6, 9, 0, 4, 3, 10, 11]
