[13, 0, 11, 12, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2]
[2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[6, 3, 2, 1, 7, 8, 9, 10, 11, 12, 13, 0, 4, 5]
[3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 5, 1, 2, 6, 7, 8, 9, 10, 11, 12, 13, 0, 3]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[13, 0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12]
[4, 1, 0, 13, 5, 6, 7, 8, 9, 10, 11, 12, 2, 3]
[2, 3, 11, 12, 13, 0, 4, 5, 6, 7, 8, 9, 10, 1]
[3, 13, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[6, 7, 8, 9, 10, 11, 12, 13, 0, 1, 2, 3, 4, 5]
[13, 12, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 4, 0]
[2, 3, 13, 12, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1, 2, 3]
[13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 13, 0]
[4, 3, 2, 8, 9, 10, 11, 12, 13, 0, 1, 5, 6, 7]
[2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[7, 6, 5, 1, 8, 9, 10, 11, 12, 13, 0, 4, 3, 2]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[4, 0, 13, 6, 7, 8, 9, 10, 11, 12, 1, 2, 3, 5]
[11, 12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10]
[12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[13, 12, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 2, 3]
[13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[9, 10, 11, 12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8]
[4, 0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[10, 11, 12, 1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9]
[3, 13, 0, 5, 6, 7, 8, 9, 10, 11, 12, 2, 1, 4]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[12, 1, 2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 0, 13, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[7, 8, 9, 10, 11, 12, 2, 1, 0, 13, 3, 4, 5, 6]
[8, 5, 4, 3, 9, 10, 11, 12, 13, 0, 1, 2, 6, 7]
[2, 3, 13, 12, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[11, 12, 2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 3, 2]
[5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3, 2, 1]
[4, 5, 1, 0, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[11, 1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 5, 1]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 2, 1]
[0, 11, 10, 2, 12, 13, 3, 4, 5, 6, 7, 8, 9, 1]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 4, 3]
[1, 0, 13, 3, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 0, 13, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 5]
[1, 2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 13, 0]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3]
[9, 3, 2, 11, 10, 13, 12, 1, 0, 4, 5, 6, 7, 8]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[1, 0, 4, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2]
[4, 8, 7, 6, 5, 9, 10, 11, 12, 13, 3, 2, 1, 0]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[0, 13, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 1]
[13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[9, 10, 11, 1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8]
[2, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[2, 12, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 1]
[11, 1, 0, 9, 10, 13, 12, 2, 3, 4, 5, 6, 7, 8]
[7, 6, 2, 3, 8, 9, 10, 11, 12, 13, 0, 1, 5, 4]
[11, 12, 13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[2, 12, 11, 10, 1, 0, 13, 3, 4, 5, 6, 7, 8, 9]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[0, 13, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2, 1]
[3, 13, 0, 5, 6, 7, 8, 9, 10, 11, 12, 2, 1, 4]
[3, 2, 12, 13, 4, 5, 6, 7, 8, 9, 10, 11, 1, 0]
[0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 3, 2, 5, 4]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 4]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[9, 10, 11, 1, 0, 13, 12, 2, 3, 4, 5, 6, 7, 8]
[8, 9, 10, 11, 2, 3, 13, 12, 1, 0, 4, 5, 6, 7]
[3, 6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 0, 4]
[3, 13, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 2]
[10, 11, 12, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0, 1]
[2, 3, 13, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 3, 2]
[2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 4, 0, 1]
[12, 13, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11]
[13, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[7, 6, 5, 1, 8, 9, 10, 11, 12, 13, 0, 4, 3, 2]
[0, 10, 9, 12, 11, 1, 2, 3, 4, 5, 6, 7, 8, 13]
[13, 0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12]
