[11, 3, 4, 7, 6, 5, 2, 10, 9, 8, 1, 0, 12]
[1, 2, 6, 4, 5, 3, 7, 8, 9, 0, 10, 11, 12]
[0, 11, 1, 2, 3, 5, 6, 12, 8, 7, 9, 10, 4]
[7, 3, 2, 1, 0, 11, 12, 6, 10, 8, 9, 4, 5]
[2, 1, 0, 6, 5, 3, 12, 7, 4, 8, 9, 10, 11]
[0, 8, 3, 2, 1, 5, 6, 7, 12, 11, 10, 9, 4]
[8, 9, 12, 10, 6, 5, 7, 0, 1, 2, 3, 4, 11]
[5, 10, 11, 8, 7, 6, 3, 1, 4, 9, 2, 12, 0]
[10, 9, 0, 1, 2, 5, 7, 8, 12, 3, 4, 11, 6]
[9, 3, 11, 8, 7, 6, 12, 2, 1, 10, 0, 4, 5]
[6, 8, 3, 7, 2, 1, 0, 12, 11, 10, 5, 4, 9]
[3, 1, 0, 4, 5, 2, 6, 10, 9, 11, 12, 8, 7]
[12, 9, 8, 7, 10, 11, 1, 0, 2, 3, 4, 5, 6]
[6, 1, 7, 8, 5, 4, 9, 0, 10, 11, 12, 3, 2]
[1, 0, 9, 4, 3, 8, 7, 6, 2, 12, 11, 10, 5]
[11, 6, 7, 2, 1, 0, 10, 3, 4, 5, 9, 8, 12]
[1, 8, 9, 10, 4, 5, 6, 7, 12, 11, 2, 3, 0]
[3, 2, 8, 11, 7, 6, 5, 1, 10, 9, 4, 0, 12]
[11, 10, 7, 6, 5, 1, 9, 8, 3, 0, 2, 4, 12]
[12, 11, 10, 4, 5, 6, 0, 1, 2, 3, 9, 8, 7]
[2, 3, 1, 11, 10, 9, 0, 7, 12, 4, 8, 6, 5]
[12, 8, 7, 6, 5, 11, 9, 10, 0, 1, 2, 4, 3]
[9, 6, 7, 12, 11, 10, 3, 4, 5, 8, 0, 1, 2]
[7, 8, 9, 6, 10, 2, 3, 1, 0, 4, 5, 11, 12]
[9, 8, 10, 7, 11, 3, 4, 5, 6, 2, 1, 0, 12]
[8, 7, 2, 3, 4, 5, 9, 10, 0, 6, 11, 12, 1]
[5, 10, 11, 6, 7, 8, 9, 2, 1, 0, 4, 3, 12]
[6, 10, 11, 12, 9, 8, 7, 3, 5, 4, 2, 1, 0]
[9, 8, 10, 1, 2, 0, 7, 6, 5, 4, 3, 12, 11]
[1, 7, 12, 11, 0, 5, 6, 9, 2, 3, 4, 10, 8]
[5, 6, 7, 9, 8, 10, 4, 0, 3, 12, 11, 2, 1]
[6, 10, 0, 11, 12, 1, 4, 2, 5, 7, 8, 9, 3]
[7, 0, 8, 4, 5, 6, 11, 10, 9, 2, 1, 3, 12]
[3, 4, 0, 5, 6, 7, 10, 11, 12, 1, 9, 2, 8]
[7, 8, 9, 3, 2, 10, 11, 6, 5, 4, 0, 1, 12]
[8, 2, 0, 6, 5, 3, 4, 1, 10, 9, 7, 11, 12]
[5, 6, 9, 10, 0, 7, 3, 4, 12, 11, 8, 1, 2]
[6, 7, 8, 12, 11, 3, 4, 5, 2, 1, 0, 9, 10]
[5, 4, 10, 9, 12, 0, 8, 7, 6, 11, 3, 2, 1]
[2, 1, 10, 11, 12, 0, 9, 8, 7, 6, 5, 4, 3]
[12, 11, 10, 8, 9, 1, 0, 2, 7, 6, 5, 4, 3]
[3, 0, 1, 2, 4, 5, 6, 7, 8, 9, 12, 11, 10]
[12, 11, 10, 3, 4, 6, 5, 9, 8, 7, 0, 1, 2]
[11, 7, 8, 2, 0, 1, 12, 10, 3, 4, 5, 6, 9]
[2, 3, 4, 5, 6, 1, 9, 10, 11, 8, 0, 7, 12]
[1, 2, 3, 6, 0, 9, 12, 8, 7, 5, 4, 11, 10]
[1, 2, 10, 11, 12, 3, 0, 9, 6, 5, 4, 7, 8]
[1, 0, 11, 7, 6, 5, 4, 3, 10, 9, 8, 2, 12]
[5, 3, 0, 8, 7, 6, 12, 2, 1, 11, 10, 4, 9]
[0, 11, 6, 12, 5, 4, 10, 3, 1, 2, 7, 8, 9]
[1, 4, 12, 9, 8, 7, 0, 10, 3, 2, 5, 6, 11]
[6, 5, 1, 3, 4, 9, 10, 11, 12, 2, 7, 0, 8]
[4, 3, 1, 0, 11, 7, 6, 5, 9, 12, 2, 8, 10]
[12, 7, 9, 8, 0, 5, 11, 10, 1, 2, 3, 4, 6]
[1, 12, 9, 8, 7, 2, 10, 11, 0, 4, 5, 6, 3]
[5, 7, 6, 0, 1, 4, 3, 8, 9, 10, 12, 11, 2]
[6, 7, 9, 11, 5, 0, 4, 8, 1, 2, 3, 10, 12]
[6, 0, 3, 1, 11, 7, 4, 2, 8, 9, 10, 5, 12]
[3, 1, 2, 11, 5, 4, 6, 7, 8, 12, 10, 9, 0]
[0, 3, 11, 8, 9, 4, 5, 6, 7, 10, 2, 1, 12]
[2, 1, 0, 8, 9, 10, 11, 7, 12, 6, 4, 3, 5]
[5, 0, 11, 3, 2, 1, 10, 8, 9, 12, 4, 7, 6]
[1, 3, 9, 10, 6, 5, 4, 0, 7, 8, 2, 12, 11]
[8, 7, 3, 1, 9, 0, 4, 6, 2, 10, 11, 12, 5]
[12, 11, 5, 3, 2, 1, 0, 10, 6, 7, 8, 9, 4]
[12, 11, 1, 2, 9, 0, 10, 8, 3, 7, 6, 5, 4]
[7, 8, 4, 0, 1, 3, 12, 2, 9, 10, 11, 5, 6]
[7, 2, 3, 6, 4, 12, 5, 0, 9, 10, 11, 1, 8]
[9, 7, 5, 4, 10, 6, 3, 2, 0, 1, 8, 11, 12]
[8, 9, 10, 7, 2, 1, 3, 4, 5, 6, 12, 11, 0]
[2, 3, 11, 10, 9, 4, 7, 6, 5, 8, 1, 0, 12]
[12, 3, 9, 8, 2, 1, 0, 7, 10, 11, 6, 5, 4]
[8, 7, 3, 2, 1, 0, 11, 10, 6, 5, 9, 4, 12]
[9, 12, 11, 10, 8, 7, 2, 3, 4, 0, 5, 6, 1]
[3, 4, 5, 6, 0, 1, 2, 8, 11, 9, 10, 7, 12]
