[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 0, 1]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 3, 2]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[10, 9, 2, 3, 4, 5, 6, 7, 8, 1, 0]
[2, 9, 10, 0, 3, 4, 5, 6, 7, 8, 1]
[8, 9, 1, 2, 3, 10, 0, 4, 5, 6, 7]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 0, 4]
[10, 9, 8, 7, 0, 1, 2, 3, 4, 5, 6]
[1, 2, 3, 10, 0, 4, 5, 6, 7, 8, 9]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[1, 0, 10, 3, 4, 5, 6, 7, 8, 9, 2]
[1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 0, 4]
[4, 0, 1, 6, 7, 8, 9, 10, 3, 2, 5]
[4, 5, 6, 7, 8, 9, 10, 3, 2, 1, 0]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[8, 9, 10, 0, 1, 2, 3, 4, 5, 6, 7]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[1, 2, 9, 8, 0, 10, 3, 4, 5, 6, 7]
[1, 2, 3, 10, 0, 4, 5, 6, 7, 8, 9]
[1, 0, 10, 3, 4, 5, 6, 7, 8, 9, 2]
[10, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[8, 9, 10, 0, 1, 2, 3, 4, 5, 6, 7]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[9, 10, 3, 2, 1, 0, 4, 5, 6, 7, 8]
[3, 4, 5, 6, 7, 8, 9, 10, 0, 1, 2]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 3, 2]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[10, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[10, 0, 1, 8, 9, 2, 3, 4, 5, 6, 7]
[10, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9]
[2, 9, 10, 0, 3, 4, 5, 6, 7, 8, 1]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 0, 4]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[10, 0, 1, 8, 9, 2, 3, 4, 5, 6, 7]
[1, 0, 10, 9, 2, 3, 4, 5, 6, 7, 8]
[9, 2, 1, 0, 10, 3, 4, 5, 6, 7, 8]
[6, 5, 1, 2, 7, 8, 9, 10, 0, 4, 3]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 3]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 3, 2]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]
