[17, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 3]
[17, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[2, 1, 0, 17, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 4, 3]
[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1, 2, 3, 4, 5]
[15, 16, 17, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[1, 4, 3, 17, 0, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 2]
[14, 1, 2, 3, 15, 16, 17, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[2, 1, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 3, 4, 5]
[17, 3, 14, 13, 16, 15, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[12, 13, 14, 3, 17, 16, 15, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[4, 0, 17, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 1, 2]
[15, 0, 17, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 1, 2, 16]
[15, 16, 2, 1, 0, 17, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
[2, 1, 0, 17, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]
[13, 14, 15, 1, 0, 17, 16, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 17, 16, 15, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 3, 4]
[6, 5, 2, 1, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 3, 4, 0]
