[9, 8, 11, 3, 2, 1, 12, 10, 4, 13, 14, 15, 7, 6, 0, 5]
[15, 9, 10, 11, 14, 3, 2, 1, 0, 4, 5, 7, 8, 6, 13, 12]
[12, 11, 13, 15, 3, 2, 1, 10, 9, 8, 7, 6, 5, 4, 14, 0]
[12, 11, 13, 14, 15, 7, 6, 9, 0, 8, 10, 5, 4, 3, 2, 1]
[13, 6, 4, 3, 2, 1, 0, 14, 12, 5, 7, 8, 9, 11, 10, 15]
[0, 12, 11, 1, 2, 14, 13, 10, 9, 8, 7, 6, 5, 15, 4, 3]
[6, 5, 4, 9, 12, 10, 7, 8, 0, 3, 2, 1, 11, 13, 14, 15]
[1, 3, 11, 10, 0, 2, 5, 4, 9, 8, 7, 6, 12, 13, 14, 15]
[0, 3, 6, 4, 11, 10, 9, 8, 7, 15, 14, 5, 12, 13, 1, 2]
[4, 5, 6, 7, 8, 3, 2, 1, 0, 14, 13, 11, 10, 12, 9, 15]
[6, 5, 9, 7, 1, 0, 10, 11, 8, 12, 13, 2, 3, 4, 14, 15]
[7, 6, 5, 2, 3, 4, 12, 1, 15, 8, 9, 10, 13, 14, 0, 11]
[9, 10, 1, 6, 5, 4, 3, 2, 0, 11, 12, 13, 7, 8, 14, 15]
[12, 13, 14, 11, 3, 4, 5, 2, 6, 7, 10, 9, 8, 1, 0, 15]
[13, 10, 9, 11, 12, 6, 5, 0, 1, 2, 3, 4, 14, 7, 8, 15]
[3, 2, 4, 5, 6, 7, 8, 12, 11, 10, 9, 1, 0, 13, 14, 15]
[0, 1, 13, 12, 11, 7, 10, 3, 2, 4, 5, 6, 9, 8, 14, 15]
[4, 3, 12, 11, 10, 9, 2, 1, 14, 5, 6, 7, 13, 8, 0, 15]
[1, 0, 7, 8, 9, 10, 11, 3, 12, 4, 6, 5, 2, 13, 14, 15]
[13, 14, 10, 3, 15, 0, 2, 1, 9, 8, 7, 6, 5, 4, 11, 12]
[6, 5, 15, 14, 13, 7, 12, 11, 10, 0, 1, 2, 4, 8, 9, 3]
[14, 0, 7, 11, 12, 13, 15, 1, 2, 3, 10, 4, 5, 6, 9, 8]
[7, 13, 12, 11, 15, 14, 2, 3, 8, 9, 10, 1, 0, 6, 5, 4]
[2, 9, 10, 14, 13, 12, 11, 8, 5, 6, 7, 1, 0, 15, 4, 3]
[5, 6, 1, 7, 0, 8, 9, 10, 11, 12, 13, 14, 4, 3, 2, 15]
[9, 3, 2, 1, 0, 14, 7, 6, 10, 11, 8, 12, 13, 5, 4, 15]
[9, 10, 14, 11, 8, 13, 12, 0, 1, 2, 3, 4, 7, 6, 5, 15]
[11, 10, 9, 8, 7, 6, 0, 3, 1, 2, 4, 5, 12, 13, 14, 15]
[1, 0, 5, 4, 3, 6, 7, 11, 12, 2, 8, 9, 10, 13, 14, 15]
[9, 0, 14, 15, 12, 11, 10, 8, 7, 6, 5, 4, 3, 13, 2, 1]
[14, 13, 1, 2, 3, 4, 5, 6, 7, 0, 8, 9, 10, 11, 12, 15]
[5, 4, 14, 3, 2, 1, 0, 15, 11, 10, 9, 8, 7, 13, 12, 6]
[5, 4, 11, 12, 13, 14, 3, 1, 0, 2, 6, 7, 8, 9, 10, 15]
[2, 3, 4, 13, 10, 8, 7, 5, 11, 12, 6, 9, 1, 0, 14, 15]
[13, 12, 0, 6, 5, 4, 3, 14, 15, 2, 8, 7, 1, 9, 10, 11]
[11, 5, 4, 12, 13, 14, 15, 10, 9, 8, 7, 6, 3, 2, 1, 0]
[9, 8, 14, 7, 4, 5, 3, 2, 1, 0, 10, 11, 12, 13, 6, 15]
[4, 5, 13, 7, 0, 3, 2, 12, 11, 10, 6, 8, 9, 1, 14, 15]
[13, 12, 9, 8, 5, 0, 1, 2, 3, 4, 14, 15, 6, 7, 10, 11]
[11, 7, 8, 10, 9, 15, 2, 3, 14, 0, 1, 4, 5, 6, 12, 13]
[4, 3, 8, 7, 6, 5, 0, 15, 10, 11, 12, 9, 13, 1, 2, 14]
[12, 15, 14, 13, 4, 3, 2, 1, 0, 11, 5, 6, 7, 8, 9, 10]
[13, 11, 10, 9, 7, 8, 12, 3, 15, 14, 4, 5, 0, 1, 2, 6]
[11, 14, 15, 10, 0, 5, 4, 3, 2, 1, 8, 9, 7, 6, 13, 12]
[10, 5, 4, 9, 3, 2, 1, 7, 15, 14, 13, 12, 11, 6, 0, 8]
[9, 1, 2, 3, 4, 5, 6, 8, 7, 0, 10, 11, 12, 13, 14, 15]
[3, 4, 5, 13, 2, 1, 0, 6, 7, 8, 9, 14, 15, 10, 11, 12]
[8, 4, 14, 13, 7, 6, 5, 0, 3, 1, 2, 9, 10, 11, 12, 15]
[11, 10, 9, 8, 7, 12, 13, 14, 15, 0, 1, 2, 3, 4, 5, 6]
[5, 11, 4, 3, 10, 12, 8, 2, 1, 6, 7, 0, 9, 13, 14, 15]
[12, 15, 14, 13, 2, 1, 0, 11, 10, 9, 8, 4, 3, 7, 6, 5]
[5, 4, 3, 2, 9, 6, 7, 15, 8, 0, 1, 10, 11, 12, 13, 14]
[2, 10, 9, 8, 7, 0, 3, 4, 5, 14, 13, 12, 11, 6, 15, 1]
[0, 9, 1, 12, 11, 8, 10, 4, 5, 6, 7, 2, 3, 13, 14, 15]
[10, 1, 15, 9, 8, 2, 3, 4, 5, 6, 7, 11, 12, 0, 13, 14]
[15, 7, 14, 13, 9, 8, 1, 2, 10, 12, 11, 6, 5, 0, 3, 4]
[10, 9, 0, 1, 4, 3, 2, 5, 6, 7, 11, 8, 12, 14, 13, 15]
[8, 7, 6, 5, 12, 13, 14, 15, 4, 3, 0, 1, 11, 2, 9, 10]
[4, 7, 8, 9, 10, 14, 13, 15, 12, 6, 5, 0, 11, 3, 2, 1]
[7, 8, 9, 10, 15, 14, 0, 1, 2, 11, 12, 13, 3, 6, 5, 4]
[3, 4, 5, 9, 8, 12, 11, 10, 6, 7, 2, 1, 0, 13, 14, 15]
[2, 9, 10, 14, 13, 12, 11, 3, 8, 15, 1, 0, 4, 5, 6, 7]
[2, 4, 5, 6, 7, 8, 1, 0, 12, 9, 10, 11, 14, 13, 3, 15]
[2, 3, 4, 15, 14, 13, 5, 8, 9, 10, 11, 12, 7, 6, 1, 0]
[5, 4, 3, 2, 15, 14, 1, 13, 0, 6, 7, 8, 9, 10, 11, 12]
[0, 1, 2, 4, 3, 10, 11, 12, 5, 6, 13, 14, 15, 7, 9, 8]
[1, 2, 3, 4, 5, 10, 11, 9, 8, 7, 0, 6, 12, 13, 14, 15]
[7, 4, 3, 2, 0, 1, 10, 11, 12, 13, 8, 9, 6, 5, 14, 15]
[0, 6, 7, 8, 9, 10, 11, 1, 12, 13, 14, 2, 5, 4, 3, 15]
[0, 1, 2, 3, 4, 9, 10, 11, 14, 15, 13, 12, 5, 6, 7, 8]
[12, 8, 7, 6, 3, 15, 14, 4, 5, 13, 9, 10, 2, 1, 0, 11]
[9, 0, 3, 4, 5, 6, 7, 8, 10, 1, 12, 11, 14, 2, 13, 15]
[9, 8, 7, 14, 6, 5, 4, 1, 3, 2, 10, 11, 13, 12, 15, 0]
[5, 4, 1, 3, 6, 7, 8, 0, 2, 10, 11, 9, 12, 13, 14, 15]
[11, 3, 4, 5, 9, 2, 1, 0, 10, 13, 12, 8, 7, 6, 14, 15]
[2, 3, 4, 5, 6, 9, 7, 8, 0, 1, 10, 11, 12, 14, 13, 15]
[9, 6, 7, 12, 13, 5, 3, 2, 1, 0, 4, 8, 10, 11, 14, 15]
[8, 11, 12, 13, 9, 1, 0, 2, 3, 4, 7, 6, 5, 10, 14, 15]
[4, 5, 10, 11, 6, 9, 3, 2, 1, 0, 12, 13, 14, 15, 8, 7]
[12, 13, 14, 0, 1, 15, 2, 3, 11, 10, 9, 8, 7, 6, 5, 4]
[1, 2, 12, 3, 4, 8, 9, 11, 0, 5, 6, 7, 13, 10, 14, 15]
[15, 14, 8, 7, 2, 0, 13, 12, 11, 10, 9, 1, 6, 5, 4, 3]
[10, 9, 5, 3, 4, 2, 1, 0, 6, 7, 8, 11, 12, 13, 14, 15]
[6, 0, 5, 14, 15, 2, 1, 7, 8, 9, 10, 4, 3, 11, 12, 13]
[11, 10, 3, 2, 0, 1, 4, 5, 6, 7, 12, 13, 14, 15, 8, 9]
[4, 0, 6, 7, 15, 14, 11, 12, 13, 1, 10, 9, 8, 5, 2, 3]
[1, 14, 15, 0, 12, 11, 10, 13, 9, 8, 7, 6, 5, 4, 3, 2]
[7, 8, 10, 5, 4, 3, 2, 1, 0, 12, 6, 11, 9, 14, 13, 15]
[7, 3, 4, 5, 14, 15, 13, 12, 11, 0, 2, 1, 10, 9, 8, 6]
[7, 4, 11, 10, 9, 5, 3, 2, 1, 14, 13, 12, 0, 8, 6, 15]
[4, 5, 6, 14, 2, 1, 7, 0, 8, 9, 10, 11, 12, 13, 15, 3]
[6, 13, 12, 11, 9, 8, 7, 0, 10, 1, 2, 3, 5, 4, 14, 15]
[13, 2, 1, 14, 15, 12, 11, 3, 5, 4, 6, 7, 8, 10, 9, 0]
[7, 15, 14, 1, 0, 8, 2, 9, 10, 11, 12, 13, 6, 5, 4, 3]
[5, 14, 11, 7, 6, 13, 12, 0, 1, 2, 3, 4, 8, 9, 10, 15]
[15, 5, 13, 3, 4, 14, 12, 11, 10, 9, 8, 7, 6, 0, 1, 2]
[5, 11, 10, 13, 12, 0, 1, 2, 6, 7, 8, 9, 4, 3, 14, 15]
[7, 1, 6, 0, 11, 12, 5, 10, 9, 8, 2, 3, 4, 13, 14, 15]
[3, 4, 5, 14, 15, 2, 1, 13, 12, 11, 10, 7, 8, 9, 6, 0]
[1, 0, 8, 7, 6, 5, 15, 11, 2, 3, 4, 10, 9, 12, 13, 14]
