[15, 16, 17, 18, 3, 4, 5, 1, 2, 6, 10, 9, 8, 7, 0, 14, 13, 12, 11]
[0, 5, 6, 1, 2, 3, 4, 17, 16, 15, 14, 13, 7, 8, 9, 10, 12, 11, 18]
[7, 6, 5, 4, 12, 8, 18, 17, 16, 11, 10, 15, 9, 13, 14, 3, 2, 1, 0]
[11, 10, 9, 8, 0, 1, 4, 5, 6, 3, 2, 7, 12, 13, 14, 15, 16, 17, 18]
[9, 16, 8, 7, 10, 11, 12, 13, 0, 1, 17, 18, 2, 3, 4, 5, 6, 14, 15]
[6, 5, 4, 0, 1, 2, 7, 9, 10, 16, 15, 14, 13, 11, 12, 8, 17, 3, 18]
[1, 0, 2, 3, 9, 8, 7, 6, 5, 4, 12, 13, 14, 11, 10, 15, 16, 17, 18]
[8, 9, 10, 11, 6, 5, 4, 16, 17, 13, 12, 15, 14, 0, 1, 2, 3, 7, 18]
[11, 13, 18, 17, 16, 15, 0, 1, 12, 10, 9, 8, 7, 6, 5, 4, 3, 2, 14]
[18, 10, 6, 5, 4, 3, 2, 1, 9, 8, 7, 0, 11, 12, 13, 14, 15, 17, 16]
[0, 1, 2, 3, 4, 5, 7, 6, 9, 10, 11, 12, 13, 14, 15, 8, 16, 17, 18]
[9, 8, 7, 14, 15, 16, 17, 10, 11, 12, 13, 0, 1, 6, 5, 4, 3, 2, 18]
[13, 12, 9, 8, 7, 1, 2, 3, 4, 5, 6, 10, 11, 0, 14, 15, 16, 17, 18]
[0, 1, 2, 3, 13, 17, 6, 12, 8, 7, 14, 15, 16, 5, 4, 9, 10, 11, 18]
[5, 9, 10, 11, 12, 13, 14, 8, 7, 6, 4, 3, 2, 1, 0, 15, 16, 17, 18]
[7, 6, 5, 4, 14, 13, 12, 1, 2, 3, 17, 18, 11, 10, 9, 8, 16, 15, 0]
[3, 2, 0, 1, 18, 4, 5, 6, 7, 8, 9, 10, 13, 12, 14, 17, 16, 15, 11]
[5, 9, 7, 6, 8, 4, 3, 2, 1, 0, 16, 17, 10, 11, 12, 13, 15, 14, 18]
[9, 12, 6, 5, 4, 3, 2, 1, 10, 7, 8, 16, 15, 14, 13, 11, 0, 17, 18]
[9, 10, 11, 12, 17, 8, 7, 1, 2, 3, 6, 0, 4, 5, 16, 15, 14, 13, 18]
[3, 2, 7, 8, 9, 10, 15, 14, 13, 11, 6, 5, 0, 1, 4, 12, 16, 17, 18]
[10, 11, 12, 13, 5, 6, 3, 2, 1, 0, 4, 7, 8, 9, 14, 15, 16, 17, 18]
[14, 0, 1, 2, 3, 4, 5, 6, 11, 13, 7, 8, 9, 15, 10, 12, 16, 17, 18]
[18, 17, 11, 15, 10, 9, 8, 16, 0, 14, 13, 12, 1, 2, 3, 4, 5, 6, 7]
[9, 10, 14, 15, 13, 16, 17, 12, 8, 7, 6, 5, 4, 3, 2, 11, 0, 1, 18]
[6, 15, 8, 18, 16, 17, 5, 4, 3, 2, 1, 0, 9, 10, 11, 7, 12, 13, 14]
[10, 9, 5, 6, 7, 8, 4, 3, 11, 2, 1, 0, 12, 13, 14, 15, 16, 17, 18]
[0, 12, 13, 14, 15, 16, 1, 6, 3, 2, 4, 5, 11, 7, 8, 9, 10, 17, 18]
[18, 1, 6, 7, 8, 0, 2, 10, 11, 12, 13, 14, 15, 16, 17, 9, 5, 4, 3]
[11, 10, 8, 4, 3, 2, 1, 9, 0, 5, 7, 6, 16, 12, 13, 14, 15, 17, 18]
[9, 2, 3, 4, 5, 6, 7, 15, 14, 13, 12, 8, 16, 17, 1, 0, 10, 11, 18]
[13, 12, 0, 1, 2, 3, 4, 9, 10, 6, 7, 8, 5, 11, 14, 15, 16, 17, 18]
[1, 0, 12, 14, 15, 16, 17, 2, 3, 6, 7, 11, 10, 18, 9, 8, 13, 5, 4]
[13, 14, 8, 7, 6, 5, 4, 3, 2, 1, 10, 11, 12, 0, 15, 16, 17, 9, 18]
[7, 8, 9, 17, 4, 5, 1, 0, 14, 15, 16, 2, 3, 13, 12, 11, 10, 6, 18]
[7, 6, 5, 2, 8, 16, 17, 18, 11, 1, 4, 3, 15, 14, 13, 12, 10, 9, 0]
[18, 16, 15, 14, 13, 12, 5, 6, 11, 10, 9, 2, 1, 0, 3, 4, 17, 8, 7]
[8, 0, 14, 15, 17, 9, 10, 11, 12, 13, 18, 16, 1, 2, 3, 4, 5, 6, 7]
[13, 12, 14, 9, 8, 7, 6, 17, 16, 15, 0, 1, 2, 3, 4, 10, 11, 5, 18]
[16, 15, 0, 1, 4, 5, 6, 7, 3, 2, 13, 14, 18, 17, 8, 9, 10, 11, 12]
[3, 2, 12, 11, 1, 0, 8, 4, 5, 6, 7, 13, 14, 15, 16, 10, 9, 17, 18]
[16, 15, 14, 6, 17, 18, 8, 9, 3, 2, 1, 0, 10, 5, 4, 7, 13, 12, 11]
[16, 15, 9, 10, 4, 5, 12, 8, 7, 6, 3, 2, 1, 13, 14, 0, 11, 17, 18]
