[4, 0, 12, 2, 1, 5, 6, 7, 8, 9, 10, 11, 3]
[0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1]
[0, 1, 10, 9, 12, 11, 2, 3, 4, 5, 6, 7, 8]
[2, 1, 0, 10, 11, 12, 3, 4, 5, 6, 7, 8, 9]
[0, 4, 3, 2, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[4, 5, 2, 1, 0, 6, 7, 8, 9, 10, 11, 12, 3]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0, 1]
[2, 6, 7, 8, 9, 10, 11, 12, 0, 1, 5, 4, 3]
[10, 11, 2, 1, 0, 12, 3, 4, 5, 6, 7, 8, 9]
[7, 6, 2, 3, 8, 9, 10, 11, 12, 0, 1, 5, 4]
[5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 3, 2]
[11, 12, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10]
[3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12]
[8, 9, 10, 1, 0, 12, 11, 2, 3, 4, 5, 6, 7]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 3, 4]
[4, 3, 7, 8, 9, 10, 11, 12, 0, 1, 2, 6, 5]
[11, 2, 1, 0, 3, 4, 5, 6, 7, 8, 9, 10, 12]
[10, 11, 2, 1, 0, 12, 3, 4, 5, 6, 7, 8, 9]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[0, 3, 12, 11, 4, 5, 6, 7, 8, 9, 10, 2, 1]
[5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 0, 4]
[2, 3, 12, 11, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[2, 1, 0, 12, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[2, 3, 12, 0, 4, 5, 6, 7, 8, 9, 10, 11, 1]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[2, 3, 12, 0, 4, 5, 6, 7, 8, 9, 10, 11, 1]
[12, 0, 4, 5, 6, 7, 8, 9, 10, 11, 1, 2, 3]
[11, 12, 0, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[10, 1, 0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9]
[9, 10, 0, 1, 2, 11, 12, 3, 4, 5, 6, 7, 8]
[4, 3, 0, 12, 5, 6, 7, 8, 9, 10, 1, 2, 11]
[12, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[12, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[2, 6, 5, 1, 3, 4, 7, 8, 9, 10, 11, 12, 0]
[8, 9, 10, 1, 0, 12, 11, 2, 3, 4, 5, 6, 7]
[0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0, 4, 3]
[11, 12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[0, 1, 10, 9, 12, 11, 2, 3, 4, 5, 6, 7, 8]
[7, 8, 11, 12, 0, 9, 10, 1, 2, 3, 4, 5, 6]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3, 2, 1]
[11, 12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[12, 0, 9, 10, 11, 1, 2, 3, 4, 5, 6, 7, 8]
[6, 5, 2, 1, 7, 8, 9, 10, 11, 12, 3, 4, 0]
[9, 10, 11, 12, 0, 1, 2, 3, 4, 5, 6, 7, 8]
[7, 6, 5, 1, 8, 9, 10, 11, 12, 0, 4, 3, 2]
[2, 3, 6, 7, 8, 9, 10, 11, 12, 0, 4, 5, 1]
[0, 1, 2, 11, 12, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 1, 0, 12, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1]
[11, 12, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[8, 9, 0, 12, 11, 10, 1, 2, 3, 4, 5, 6, 7]
[8, 9, 10, 11, 12, 0, 1, 2, 3, 4, 5, 6, 7]
[9, 10, 2, 3, 12, 11, 1, 0, 4, 5, 6, 7, 8]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0, 4, 3]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 0, 4]
[11, 12, 0, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 0]
[12, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[1, 2, 11, 12, 0, 3, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 0]
[5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 0, 4]
[10, 11, 2, 1, 0, 12, 3, 4, 5, 6, 7, 8, 9]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 0, 12, 3, 2, 4, 5, 6, 7, 8, 9, 10, 11]
[4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 2, 3]
[10, 1, 0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9]
[12, 3, 2, 10, 11, 1, 0, 4, 5, 6, 7, 8, 9]
[11, 10, 9, 8, 1, 2, 3, 12, 0, 4, 5, 6, 7]
[2, 3, 6, 7, 8, 9, 10, 11, 12, 0, 4, 5, 1]
[0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1]
[10, 11, 12, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[9, 8, 1, 2, 11, 12, 3, 4, 5, 6, 7, 0, 10]
[4, 1, 0, 12, 5, 6, 7, 8, 9, 10, 11, 2, 3]
[1, 11, 12, 3, 0, 4, 5, 6, 7, 8, 9, 10, 2]
[11, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 12]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[11, 1, 2, 3, 12, 0, 4, 5, 6, 7, 8, 9, 10]
[12, 0, 4, 5, 6, 7, 8, 9, 10, 11, 1, 2, 3]
[11, 1, 2, 3, 12, 0, 4, 5, 6, 7, 8, 9, 10]
[6, 7, 8, 9, 10, 11, 12, 0, 1, 2, 3, 4, 5]
[9, 10, 11, 12, 0, 1, 2, 3, 4, 5, 6, 7, 8]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 0, 4, 3]
[2, 1, 0, 12, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[0, 1, 2, 11, 12, 3, 4, 5, 6, 7, 8, 9, 10]
[9, 10, 0, 1, 2, 11, 12, 3, 4, 5, 6, 7, 8]
[0, 12, 11, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1]
