[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[3, 1, 2, 13, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0, 14]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2, 1]
[5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4, 3, 6]
[0, 14, 13, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[12, 13, 14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 0, 1, 5, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 4]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[6, 5, 4, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2, 3, 7]
[2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 4, 0, 1]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[3, 14, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2]
[4, 3, 13, 12, 0, 14, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[0, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2, 1]
[3, 2, 1, 12, 4, 5, 6, 7, 8, 9, 10, 11, 0, 14, 13]
[13, 1, 2, 3, 14, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[14, 0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13]
[13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[2, 3, 14, 13, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[9, 10, 11, 14, 0, 1, 12, 13, 2, 3, 4, 5, 6, 7, 8]
[12, 13, 0, 14, 3, 2, 1, 4, 5, 6, 7, 8, 9, 10, 11]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2, 1]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 5]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[13, 1, 2, 3, 14, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[11, 12, 13, 2, 3, 14, 0, 1, 4, 5, 6, 7, 8, 9, 10]
[14, 1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2, 1, 0, 4]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[1, 2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[12, 13, 14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[0, 14, 13, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[1, 3, 2, 6, 5, 4, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 4]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3]
[0, 4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[0, 1, 2, 13, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[10, 14, 13, 12, 11, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[2, 1, 13, 14, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 3]
[0, 14, 3, 2, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 0, 5, 4, 3, 14, 6, 7, 8, 9, 10, 11, 12, 13, 2]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[9, 6, 5, 1, 10, 11, 12, 13, 14, 0, 4, 3, 2, 7, 8]
[0, 4, 3, 14, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 4]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2, 1]
[9, 10, 11, 12, 0, 1, 2, 13, 14, 3, 4, 5, 6, 7, 8]
[14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2, 3, 14]
[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2, 3]
[13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[5, 4, 8, 9, 10, 11, 12, 13, 14, 3, 2, 1, 0, 7, 6]
[13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[3, 14, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3]
[14, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[6, 5, 4, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2, 3, 7]
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2, 1, 0, 14]
[4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 5]
[2, 1, 0, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 0, 1, 7, 8, 9, 10, 11, 12, 13, 14, 2, 3, 5, 6]
[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1, 2, 3]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4]
[14, 13, 2, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0]
[0, 1, 2, 13, 14, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4, 3]
[13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[4, 5, 1, 0, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[3, 14, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2, 1]
[13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 4]
[11, 12, 13, 14, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10]
[12, 4, 3, 14, 13, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11]
[2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3]
[1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[12, 1, 0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[2, 3, 14, 13, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 2, 1]
[1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[11, 12, 13, 14, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
[2, 1, 5, 8, 9, 10, 11, 12, 13, 14, 0, 4, 3, 6, 7]
[12, 13, 14, 0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11]
[0, 14, 13, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
