[4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0]
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1]
[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1, 2, 3]
[2, 1, 0, 16, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[15, 16, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[16, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[16, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[15, 14, 13, 2, 3, 16, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1]
[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1, 2, 3]
[2, 15, 14, 0, 16, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 1]
[0, 16, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 2, 1]
[3, 2, 1, 6, 5, 4, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[0, 16, 3, 2, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[4, 5, 1, 0, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[14, 1, 0, 16, 15, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 3, 2, 1, 0, 4]
[3, 16, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 2]
[15, 3, 4, 0, 16, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[16, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[3, 16, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 4]
[4, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1, 2, 6, 5]
[4, 0, 16, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 3]
