[4, 5, 6, 8, 11, 10, 1, 9, 7, 0, 12, 13, 14, 2, 3, 15]
[8, 12, 11, 14, 4, 3, 2, 1, 15, 13, 9, 10, 5, 6, 7, 0]
[7, 8, 0, 11, 1, 2, 15, 14, 13, 12, 9, 6, 3, 10, 4, 5]
[15, 14, 5, 11, 10, 9, 12, 13, 8, 7, 0, 1, 6, 4, 3, 2]
[12, 1, 6, 2, 3, 4, 9, 5, 10, 0, 7, 8, 11, 13, 14, 15]
[12, 2, 3, 4, 13, 14, 15, 9, 8, 7, 0, 11, 10, 5, 1, 6]
[7, 12, 8, 9, 10, 1, 14, 13, 6, 5, 4, 3, 2, 15, 0, 11]
[12, 1, 5, 4, 10, 9, 0, 3, 6, 7, 8, 14, 15, 11, 13, 2]
[13, 3, 1, 2, 7, 6, 14, 15, 0, 9, 8, 10, 11, 12, 4, 5]
[12, 11, 10, 9, 14, 15, 1, 2, 8, 7, 0, 6, 4, 13, 5, 3]
[6, 5, 2, 1, 3, 15, 4, 0, 9, 7, 11, 8, 12, 13, 14, 10]
[3, 5, 4, 11, 2, 10, 6, 7, 8, 9, 1, 14, 13, 12, 0, 15]
[2, 7, 8, 6, 5, 4, 3, 10, 11, 12, 14, 9, 13, 0, 1, 15]
[8, 7, 13, 0, 1, 2, 14, 10, 11, 9, 5, 4, 3, 15, 6, 12]
[15, 14, 13, 2, 4, 9, 1, 0, 3, 12, 10, 8, 7, 6, 5, 11]
[13, 12, 11, 7, 6, 5, 9, 10, 1, 0, 2, 3, 4, 8, 14, 15]
[12, 11, 13, 14, 4, 1, 15, 0, 10, 9, 8, 7, 6, 2, 3, 5]
[3, 4, 5, 15, 12, 9, 8, 11, 10, 13, 14, 2, 1, 0, 6, 7]
[1, 2, 5, 4, 15, 10, 0, 6, 8, 9, 11, 12, 13, 7, 14, 3]
[4, 14, 7, 6, 10, 5, 8, 9, 3, 2, 1, 0, 12, 13, 11, 15]
[15, 11, 4, 14, 13, 12, 8, 10, 9, 6, 7, 3, 2, 0, 1, 5]
[10, 3, 6, 13, 12, 11, 5, 4, 7, 8, 0, 1, 2, 9, 14, 15]
[9, 2, 1, 0, 15, 8, 3, 13, 4, 7, 5, 6, 12, 11, 14, 10]
[11, 7, 6, 5, 10, 4, 1, 2, 8, 0, 14, 15, 3, 9, 13, 12]
[15, 0, 8, 9, 1, 2, 3, 4, 5, 14, 13, 12, 11, 7, 10, 6]
[8, 9, 5, 10, 11, 12, 0, 4, 6, 3, 2, 7, 1, 14, 15, 13]
[9, 4, 10, 11, 13, 7, 6, 12, 5, 8, 0, 1, 2, 3, 14, 15]
