[13, 14, 1, 0, 16, 15, 2, 17, 18, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[1, 0, 18, 17, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[12, 13, 16, 17, 18, 14, 15, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[0, 4, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 2, 1]
[1, 2, 17, 18, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0]
[1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 0, 4, 3, 6, 5]
[4, 3, 2, 17, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 1, 0, 18]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
[2, 3, 16, 17, 18, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[15, 16, 17, 2, 1, 0, 18, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[16, 13, 14, 2, 15, 1, 0, 18, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17]
[18, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 2, 1, 0]
[5, 6, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 0, 1, 7, 3, 2]
[5, 1, 0, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 2, 3]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 0, 4]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 3]
[18, 17, 16, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
[4, 2, 5, 6, 0, 1, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 3]
[3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 0, 1, 2, 6, 5, 4]
[0, 18, 2, 1, 16, 17, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[7, 5, 2, 1, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 3, 0, 4, 6]
[1, 0, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 3, 2, 5, 6]
[0, 6, 5, 2, 1, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 3, 4]
[16, 17, 18, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 3, 2]
[3, 5, 6, 1, 2, 4, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
