[18, 17, 16, 15, 2, 1, 0, 19, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[7, 6, 5, 2, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 3, 4, 0, 1]
[4, 3, 19, 0, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 2, 1]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[19, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
[2, 3, 19, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
[0, 17, 16, 2, 1, 18, 19, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]
[3, 2, 6, 5, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1]
[9, 6, 3, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 4, 5, 1, 7, 8, 2, 10]
[1, 0, 19, 18, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[2, 5, 1, 18, 19, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 3, 4, 0]
[0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 3]
[3, 0, 4, 5, 2, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[14, 15, 17, 16, 19, 3, 2, 18, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 4, 3]
[9, 8, 5, 4, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0, 1, 2, 6, 7, 3]
[15, 16, 17, 18, 19, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[8, 9, 10, 7, 6, 5, 11, 12, 13, 14, 15, 16, 17, 18, 19, 3, 2, 1, 0, 4]
[16, 0, 19, 18, 17, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[1, 17, 16, 19, 18, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]
[3, 19, 18, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0, 1]
[2, 18, 19, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 1]
[2, 3, 19, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]
[14, 15, 3, 2, 1, 16, 17, 18, 19, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 3, 6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0]
[19, 17, 2, 1, 3, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18]
[0, 4, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[16, 15, 14, 13, 17, 1, 0, 19, 18, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[8, 4, 0, 2, 3, 7, 6, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 1]
[6, 5, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 3, 2, 1, 0, 7]
