[15, 16, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[13, 12, 16, 15, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14]
[14, 15, 16, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[16, 2, 3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[6, 5, 16, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 2, 3, 4, 1]
[1, 2, 15, 16, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[16, 5, 1, 4, 0, 6, 3, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[14, 2, 3, 12, 13, 16, 15, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[6, 5, 4, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 3, 2, 1]
[14, 4, 5, 16, 15, 3, 0, 1, 2, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 15, 16, 0, 4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 5, 6, 1, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 3, 2]
[5, 8, 7, 3, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1, 2, 6, 4]
[4, 5, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0]
[6, 3, 4, 0, 5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[3, 4, 0, 14, 15, 16, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[7, 2, 1, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 4, 3, 6]
[3, 16, 15, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 1]
[3, 4, 0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 2]
[1, 2, 3, 14, 15, 16, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[15, 16, 3, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 2, 1]
[16, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[16, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 3]
[14, 0, 1, 2, 15, 16, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[4, 3, 6, 5, 1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0]
[8, 9, 10, 11, 12, 13, 14, 15, 16, 3, 2, 1, 0, 4, 5, 6, 7]
[16, 3, 4, 5, 15, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 1, 0]
[12, 13, 14, 15, 16, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[5, 1, 0, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 2, 3]
[1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 3, 2]
[0, 5, 4, 3, 16, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 2, 1]
[8, 6, 2, 3, 9, 10, 11, 12, 13, 14, 15, 16, 0, 1, 4, 5, 7]
[12, 13, 14, 2, 3, 16, 15, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 0, 4]
[14, 15, 16, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 0, 4, 3, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
[5, 0, 16, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 2, 1, 4]
