[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1, 2]
[7, 2, 1, 5, 8, 9, 10, 11, 12, 13, 14, 15, 0, 4, 3, 6]
[14, 5, 0, 1, 2, 4, 3, 15, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 4, 3, 0, 15, 5, 1, 2, 6, 7, 8, 9, 10, 11, 12, 13]
[15, 3, 2, 14, 0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[2, 3, 0, 1, 14, 15, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[1, 2, 3, 15, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[12, 11, 10, 9, 0, 15, 14, 13, 1, 2, 3, 4, 5, 6, 7, 8]
[11, 12, 13, 14, 1, 2, 3, 15, 0, 4, 5, 6, 7, 8, 9, 10]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 4]
[15, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 1, 2, 14]
[2, 3, 7, 6, 5, 4, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]
[0, 13, 14, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15]
[12, 13, 14, 15, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11]
[9, 10, 11, 12, 13, 2, 3, 15, 14, 1, 0, 4, 5, 6, 7, 8]
[2, 3, 12, 14, 15, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 13]
[0, 11, 12, 13, 15, 14, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1]
[4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 3, 2, 5]
[15, 14, 13, 2, 3, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]
[15, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 1, 0, 3, 2, 14]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]
[15, 3, 2, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[9, 10, 7, 6, 5, 11, 12, 13, 14, 15, 0, 1, 2, 3, 4, 8]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]
[4, 5, 0, 1, 3, 15, 6, 7, 8, 9, 10, 11, 12, 13, 14, 2]
[0, 5, 4, 2, 1, 3, 15, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[15, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 2, 1, 0]
[4, 3, 15, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0]
[2, 1, 6, 5, 4, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 3]
[5, 4, 1, 7, 8, 9, 10, 11, 12, 13, 14, 2, 3, 15, 0, 6]
[9, 8, 7, 11, 12, 13, 14, 15, 0, 1, 2, 3, 4, 5, 6, 10]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]
[14, 13, 12, 11, 15, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10]
[1, 2, 3, 15, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[1, 2, 14, 15, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]
[0, 15, 3, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 1]
[1, 5, 6, 7, 0, 4, 8, 9, 10, 11, 12, 13, 14, 15, 3, 2]
[3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 4]
[3, 15, 14, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2]
[7, 6, 3, 2, 8, 9, 10, 11, 12, 13, 14, 15, 0, 4, 5, 1]
[12, 0, 15, 14, 13, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
[15, 14, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 1, 0]
[11, 2, 14, 13, 12, 1, 0, 15, 3, 4, 5, 6, 7, 8, 9, 10]
[14, 15, 0, 1, 5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13]
[15, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 10, 11, 12]
[1, 2, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 3, 15, 14]
[5, 4, 3, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]
[2, 6, 5, 4, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1]
[2, 3, 15, 14, 5, 4, 0, 1, 6, 7, 8, 9, 10, 11, 12, 13]
[13, 14, 15, 3, 4, 0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12]
[14, 15, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[0, 4, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 2, 1]
[14, 2, 1, 0, 15, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 15, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[15, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[14, 15, 3, 2, 1, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
[14, 13, 0, 15, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1, 2]
[15, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[3, 4, 0, 15, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
[14, 15, 5, 4, 3, 0, 6, 7, 8, 9, 10, 11, 12, 13, 1, 2]
[4, 7, 6, 2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 0, 1, 5]
[14, 3, 2, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 4, 0, 15]
