[2, 3, 4, 16, 8, 9, 12, 11, 10, 13, 14, 15, 17, 1, 0, 7, 6, 5]
[13, 0, 7, 8, 16, 15, 3, 4, 12, 11, 10, 9, 14, 17, 1, 2, 5, 6]
[4, 5, 14, 3, 2, 7, 1, 15, 16, 0, 11, 12, 13, 10, 9, 8, 6, 17]
[5, 6, 3, 1, 0, 11, 2, 16, 17, 7, 12, 10, 9, 8, 15, 14, 13, 4]
[5, 13, 14, 11, 12, 8, 7, 3, 4, 10, 9, 2, 15, 6, 1, 0, 16, 17]
[2, 3, 4, 1, 7, 8, 9, 14, 0, 6, 12, 11, 5, 10, 13, 17, 15, 16]
[9, 8, 7, 14, 13, 12, 4, 3, 10, 11, 15, 6, 5, 1, 17, 16, 2, 0]
[5, 8, 9, 10, 4, 3, 2, 1, 16, 11, 12, 0, 17, 14, 13, 6, 7, 15]
[11, 12, 5, 4, 3, 6, 0, 1, 2, 8, 15, 10, 9, 7, 13, 14, 16, 17]
[13, 14, 15, 7, 6, 1, 0, 17, 12, 11, 10, 8, 9, 2, 3, 4, 16, 5]
[15, 5, 16, 17, 6, 7, 4, 3, 10, 9, 12, 13, 14, 8, 0, 1, 2, 11]
[9, 16, 13, 14, 15, 1, 2, 3, 17, 4, 5, 6, 12, 11, 0, 7, 10, 8]
[13, 12, 11, 10, 6, 2, 3, 9, 8, 7, 1, 0, 14, 15, 16, 17, 5, 4]
[13, 6, 7, 8, 9, 10, 11, 4, 0, 1, 2, 5, 15, 16, 14, 3, 12, 17]
[15, 14, 13, 12, 11, 5, 4, 9, 16, 17, 2, 8, 7, 1, 10, 3, 6, 0]
[3, 10, 9, 4, 5, 11, 15, 14, 13, 12, 8, 6, 7, 2, 1, 0, 16, 17]
[4, 7, 6, 5, 0, 1, 3, 15, 11, 10, 9, 2, 8, 17, 16, 14, 13, 12]
[17, 16, 14, 13, 8, 0, 1, 15, 2, 12, 11, 3, 4, 5, 6, 7, 10, 9]
[11, 12, 13, 6, 16, 5, 10, 9, 1, 4, 3, 2, 14, 7, 8, 17, 15, 0]
[1, 2, 3, 4, 7, 16, 12, 0, 13, 14, 15, 8, 9, 10, 11, 5, 6, 17]
[1, 4, 16, 5, 2, 10, 9, 0, 8, 11, 12, 13, 14, 15, 3, 6, 7, 17]
[5, 4, 3, 2, 9, 8, 7, 6, 1, 15, 14, 13, 12, 0, 11, 10, 16, 17]
[7, 2, 1, 8, 9, 10, 12, 3, 0, 11, 17, 14, 15, 16, 4, 13, 5, 6]
[16, 15, 14, 13, 8, 9, 5, 4, 3, 11, 0, 10, 12, 7, 1, 2, 6, 17]
[6, 16, 1, 2, 3, 4, 5, 15, 14, 13, 12, 10, 11, 0, 7, 8, 9, 17]
[6, 1, 5, 15, 10, 9, 13, 14, 2, 7, 0, 3, 11, 12, 4, 8, 16, 17]
[8, 9, 10, 16, 15, 14, 13, 7, 17, 6, 5, 4, 3, 2, 1, 12, 11, 0]
[7, 0, 1, 11, 10, 9, 2, 8, 6, 13, 14, 12, 5, 4, 3, 15, 16, 17]
[12, 13, 14, 11, 10, 4, 3, 2, 1, 17, 6, 5, 16, 15, 9, 0, 7, 8]
[8, 2, 9, 11, 17, 16, 15, 14, 5, 6, 7, 4, 3, 1, 10, 0, 12, 13]
[13, 12, 3, 11, 10, 8, 4, 5, 6, 9, 7, 14, 15, 16, 0, 1, 2, 17]
[6, 7, 8, 10, 11, 12, 3, 1, 9, 2, 5, 4, 0, 13, 14, 15, 16, 17]
[17, 0, 1, 2, 16, 15, 7, 6, 11, 12, 3, 8, 4, 5, 13, 9, 10, 14]
[17, 1, 2, 3, 10, 11, 16, 0, 13, 14, 15, 7, 6, 5, 4, 12, 8, 9]
[1, 0, 4, 5, 13, 6, 7, 8, 9, 12, 14, 11, 10, 2, 3, 15, 16, 17]
[4, 5, 6, 7, 9, 3, 2, 1, 16, 10, 13, 12, 8, 11, 17, 15, 14, 0]
[8, 7, 5, 11, 10, 9, 1, 4, 6, 15, 3, 2, 0, 12, 13, 14, 16, 17]
[12, 13, 3, 1, 14, 2, 6, 0, 11, 10, 9, 16, 17, 8, 5, 4, 7, 15]
[2, 3, 7, 8, 9, 16, 15, 14, 17, 4, 11, 12, 13, 10, 0, 6, 1, 5]
[8, 9, 11, 3, 10, 2, 1, 0, 12, 13, 14, 15, 7, 6, 4, 5, 16, 17]
[0, 11, 13, 3, 4, 5, 14, 15, 16, 6, 7, 8, 9, 17, 2, 1, 10, 12]
[15, 14, 1, 10, 16, 11, 9, 13, 7, 5, 4, 3, 2, 12, 6, 0, 8, 17]
[5, 6, 2, 7, 8, 9, 10, 11, 3, 14, 13, 12, 0, 4, 1, 15, 16, 17]
[14, 1, 2, 7, 8, 9, 6, 5, 4, 0, 11, 16, 15, 3, 13, 12, 10, 17]
[13, 12, 6, 9, 10, 11, 1, 0, 5, 15, 14, 8, 7, 2, 3, 4, 16, 17]
[13, 15, 8, 7, 0, 16, 12, 6, 17, 11, 1, 2, 3, 4, 5, 9, 10, 14]
[2, 1, 3, 5, 0, 6, 7, 8, 9, 10, 14, 15, 11, 4, 13, 12, 16, 17]
[5, 6, 4, 10, 13, 12, 11, 9, 8, 7, 14, 16, 15, 3, 2, 1, 0, 17]
[3, 4, 10, 16, 11, 12, 2, 0, 7, 6, 5, 1, 15, 14, 13, 8, 9, 17]
[8, 0, 1, 14, 10, 9, 3, 7, 6, 5, 17, 16, 4, 15, 13, 12, 11, 2]
[10, 17, 16, 8, 4, 15, 13, 2, 9, 11, 12, 14, 7, 6, 5, 0, 1, 3]
[5, 0, 12, 6, 7, 8, 15, 4, 13, 9, 10, 11, 3, 2, 1, 14, 16, 17]
